id,name,shape/point/0/xCoord,shape/point/0/yCoord,shape/point/1/xCoord,shape/point/1/yCoord,shape/point/2/xCoord,shape/point/2/yCoord,shape/point/3/xCoord,shape/point/3/yCoord,shape/point/4/xCoord,shape/point/4/yCoord,shape/point/5/xCoord,shape/point/5/yCoord,shape/point/6/xCoord,shape/point/6/yCoord,shape/_closed,centroid/xCoord,centroid/yCoord,neighbor/0,neighbor/1,neighbor/2,neighbor/3,neighbor/4,neighbor/5,property/0/_name,property/0/_type,property/0/__text,property/1/_name,property/1/_type,property/1/__text,shape/point/7/xCoord,shape/point/7/yCoord,neighbor/6,shape/point/8/xCoord,shape/point/8/yCoord,neighbor/7,shape/point/9/xCoord,shape/point/9/yCoord,neighbor/8
536,Little Bookham,-0.40276086,51.2576,-0.40426594,51.305332,-0.3800048,51.3131,-0.37250236,51.307808,-0.36910015,51.249584,-0.40276086,51.2576,,,true,-0.38576165,51.292416,489,526,559,599,610,,N points,numeric,5.0,Colour,string,216;2;0,,,,,,,,,
537,Knockholt,0.1145028,51.26568,0.08195358,51.301178,0.08370436,51.30817,0.09513572,51.326675,0.10597794,51.333443,0.13260241,51.325394,0.1406796,51.315025,true,0.12053675,51.313698,477,529,544,553,566,568,N points,numeric,8.0,Colour,string,223;255;10,0.14268608,51.302696,593,0.12576772,51.263504,617,0.1145028,51.26568,624
538,Navestock,0.19182333,51.63788,0.1948447,51.661404,0.1950598,51.661694,0.24166648,51.66296,0.24569058,51.651814,0.21100564,51.626926,0.20849122,51.626984,true,0.2174495,51.64846,315,486,503,506,509,563,N points,numeric,4.0,Colour,string,0;243;218,0.19182333,51.63788,602,,,,,,
539,Shoreham,0.20361283,51.324852,0.20668584,51.328568,0.20597571,51.343212,0.17303638,51.362457,0.16358367,51.340584,0.16426907,51.337326,0.182698,51.319008,true,0.18141684,51.341496,180,521,524,527,531,544,N points,numeric,6.0,Colour,string,177;255;15,0.20361283,51.324852,568,,,,,,
540,Little Warley,0.36777386,51.613945,0.31603178,51.60869,0.31367695,51.606117,0.3089978,51.59496,0.3261082,51.578064,0.35836232,51.58113,0.36777386,51.613945,true,0.32923743,51.596333,220,360,454,558,567,644,N points,numeric,6.0,Colour,string,0;229;133,,,,,,,,,
541,Lambourne,0.15072548,51.655396,0.15720914,51.645275,0.1483627,51.614742,0.1468783,51.61378,0.1245357,51.6325,0.14116666,51.656296,0.15072548,51.655396,true,0.14351939,51.63782,428,435,497,509,564,606,N points,numeric,4.0,Colour,string,25;255;253,,,,,,,,,
542,Sarratt,-0.49827087,51.69052,-0.48381066,51.658207,-0.47644484,51.65579,-0.45526564,51.664516,-0.45243338,51.66898,-0.4693934,51.71645,-0.49827087,51.69052,true,-0.47687012,51.67481,326,434,450,518,565,652,N points,numeric,5.0,Colour,string,73;0;192,,,,,,,,,
543,Bean,0.3011558,51.411232,0.29621264,51.431458,0.28707942,51.437386,0.2703029,51.423588,0.27413583,51.39311,0.3011558,51.411232,,,true,0.28558737,51.422115,92,393,438,510,533,,N points,numeric,5.0,Colour,string,66;255;17,,,,,,,,,
544,Fort Halstead,0.14268608,51.302696,0.1406796,51.315025,0.16426907,51.337326,0.182698,51.319008,0.17709358,51.310204,0.14268608,51.302696,,,true,0.16020404,51.320152,477,521,537,539,568,,N points,numeric,4.0,Colour,string,199;255;4,,,,,,,,,
545,Laleham,-0.4765359,51.39141,-0.49442005,51.390854,-0.5010817,51.403355,-0.5001222,51.40671,-0.4860506,51.4152,-0.47522885,51.41585,-0.4765359,51.39141,true,-0.490629,51.40294,102,136,420,442,455,478,N points,numeric,2.0,Colour,string,250;0;122,,,,,,,,,
546,Pynesfield Lake,-0.54677486,51.59944,-0.4975699,51.594425,-0.49097556,51.60528,-0.49078658,51.616035,-0.5418627,51.620647,-0.54677486,51.59944,,,true,-0.5029068,51.604805,465,490,514,547,646,,N points,numeric,7.0,Colour,string,143;0;229,,,,,,,,,
547,Denham,-0.5568754,51.578583,-0.54677486,51.59944,-0.4975699,51.594425,-0.48986533,51.57841,-0.5313504,51.560875,-0.5449424,51.56037,-0.5568754,51.578583,true,-0.50489306,51.585335,495,514,516,546,641,646,N points,numeric,4.0,Colour,string,167;0;239,,,,,,,,,
548,Middlesex University,-0.12829232,51.656017,-0.12191755,51.656883,-0.120696545,51.6623,-0.14814237,51.681274,-0.15798672,51.668743,-0.15531203,51.662853,-0.12829232,51.656017,true,-0.137114,51.664707,222,246,323,474,550,569,N points,numeric,3.0,Colour,string,38;94;255,,,,,,,,,
549,Courtlands,-0.41204885,51.66955,-0.43685028,51.667522,-0.4398729,51.669132,-0.42704752,51.686573,-0.41590402,51.683224,-0.41044033,51.67372,-0.41204885,51.66955,true,-0.42172444,51.677578,58,203,434,443,447,450,N points,numeric,7.0,Colour,string,63;0;211,,,,,,,,,
550,Botany bay,-0.13662484,51.720272,-0.14814237,51.681274,-0.120696545,51.6623,-0.11211468,51.672894,-0.12313375,51.717903,-0.13662484,51.720272,,,true,-0.128746,51.67681,323,474,512,548,663,,N points,numeric,2.0,Colour,string,25;91;255,,,,,,,,,
551,Southfleet,0.37429544,51.443687,0.35947934,51.40747,0.31712607,51.41127,0.32224557,51.434135,0.37195152,51.445854,0.37429544,51.443687,,,true,0.33078012,51.423405,488,500,533,634,639,,N points,numeric,5.0,Colour,string,41;248;0,,,,,,,,,
552,Horton Kirby,0.2278927,51.390873,0.24348027,51.375683,0.27307096,51.38859,0.27348787,51.39186,0.24746944,51.41091,0.22767274,51.3979,0.2278927,51.390873,true,0.24288514,51.400658,57,68,438,507,510,532,N points,numeric,6.0,Colour,string,107;255;29,,,,,,,,,
553,Halstead,0.13260241,51.325394,0.10597794,51.333443,0.114106275,51.35434,0.12998481,51.36759,0.1414658,51.34627,0.13260241,51.325394,,,true,0.12903386,51.341816,180,398,537,566,568,,N points,numeric,5.0,Colour,string,205;255;34,,,,,,,,,
554,Darenth Interchange,0.23424983,51.427353,0.23022065,51.415207,0.24495393,51.417397,0.24575846,51.42342,0.23597252,51.429703,0.23424983,51.427353,,,true,0.23468861,51.421204,28,57,363,510,556,,N points,numeric,4.0,Colour,string,98;255;44,,,,,,,,,
555,Iver,-0.55227286,51.498695,-0.49784634,51.50584,-0.4948636,51.50037,-0.5385544,51.47693,-0.5463222,51.47457,-0.55650496,51.48865,-0.55227286,51.498695,true,-0.50524807,51.500507,113,137,520,557,636,641,N points,numeric,3.0,Colour,string,255;7;238,,,,,,,,,
556,Darenth,0.22453992,51.43462,0.23380241,51.433514,0.23597252,51.429703,0.23424983,51.427353,0.22516553,51.421818,0.22453992,51.43462,,,true,0.228259,51.42591,28,190,363,406,554,,N points,numeric,3.0,Colour,string,98;255;49,,,,,,,,,
557,Old Stade Lake,-0.48772106,51.49583,-0.489055,51.48547,-0.5385544,51.47693,-0.4948636,51.50037,-0.48772106,51.49583,,,,,true,-0.5004905,51.49164,137,461,520,555,,,N points,numeric,3.0,Colour,string,255;10;229,,,,,,,,,
558,West Horndon,0.3714797,51.538204,0.31226283,51.553577,0.3261082,51.578064,0.35836232,51.58113,0.3714797,51.538204,,,,,true,0.3326261,51.56071,540,562,567,644,,,N points,numeric,2.0,Colour,string,0;244;108,,,,,,,,,
559,Effingham Junction Railway Station,-0.43938124,51.24817,-0.46364507,51.266117,-0.46335495,51.26767,-0.44679102,51.303734,-0.42345133,51.312244,-0.41079414,51.309994,-0.40426594,51.305332,true,-0.4219198,51.291275,138,387,489,511,513,536,N points,numeric,3.0,Colour,string,203;0;8,-0.40276086,51.2576,609,-0.43938124,51.24817,610,,,
560,Wrotham,0.32495302,51.335922,0.28644478,51.344498,0.2646036,51.326363,0.2707223,51.308994,0.30151546,51.299957,0.32974458,51.328075,0.32495302,51.335922,true,0.295364,51.31733,51,68,458,463,475,631,N points,numeric,2.0,Colour,string,119;205;0,,,,,,,,,
561,Shenley,-0.30326548,51.72573,-0.29722103,51.682144,-0.26446363,51.676266,-0.24926418,51.681416,-0.2468124,51.683525,-0.23539774,51.71797,-0.29494682,51.732872,true,-0.27513674,51.693306,265,312,405,523,535,660,N points,numeric,2.0,Colour,string,4;0;240,-0.30326548,51.72573,661,,,,,,
562,Fen Ln,0.3714797,51.538204,0.31226283,51.553577,0.30014357,51.547493,0.3252361,51.512604,0.35851988,51.512608,0.3744038,51.53362,0.3714797,51.538204,true,0.32658452,51.537437,298,404,558,567,639,644,N points,numeric,2.0,Colour,string,0;255;89,,,,,,,,,
563,Stapleford Tawney,0.19931562,51.719204,0.1950598,51.661694,0.1948447,51.661404,0.16263735,51.669373,0.15388303,51.71845,0.19931562,51.719204,,,true,0.175781,51.679153,503,509,538,606,667,,N points,numeric,3.0,Colour,string,0;220;231,,,,,,,,,
564,Stapleford Abbots,0.17563602,51.617092,0.1483627,51.614742,0.15720914,51.645275,0.1918052,51.637867,0.17563602,51.617092,,,,,true,0.164794,51.631657,497,509,541,602,,,N points,numeric,2.0,Colour,string,23;255;240,,,,,,,,,
565,Chorleywood,-0.5477071,51.679726,-0.554377,51.668518,-0.5436394,51.646534,-0.5049746,51.64666,-0.48381066,51.658207,-0.49827087,51.69052,-0.5477071,51.679726,true,-0.50081384,51.664093,490,518,542,646,651,652,N points,numeric,5.0,Colour,string,83;0;191,,,,,,,,,
566,Chelsfield Railway Station,0.091770664,51.367977,0.08333466,51.36756,0.07943922,51.35706,0.09513572,51.326675,0.10597794,51.333443,0.114106275,51.35434,0.091770664,51.367977,true,0.09463844,51.355194,364,398,449,529,537,553,N points,numeric,28.0,Colour,string,217;255;58,,,,,,,,,
567,Warley Street,0.29440296,51.59001,0.3089978,51.59496,0.3261082,51.578064,0.31226283,51.553577,0.30014357,51.547493,0.29528713,51.548073,0.28606632,51.582787,true,0.30787948,51.574703,198,404,454,540,558,562,N points,numeric,2.0,Colour,string,0;251;130,0.29440296,51.59001,596,,,,,,
568,Halstead,0.16358367,51.340584,0.1414658,51.34627,0.13260241,51.325394,0.1406796,51.315025,0.16426907,51.337326,0.16358367,51.340584,,,true,0.1468952,51.334232,180,537,539,544,553,,N points,numeric,2.0,Colour,string,199;255;21,,,,,,,,,
569,Cockfosters,-0.15531203,51.662853,-0.15456527,51.653164,-0.1431853,51.644337,-0.12829232,51.656017,-0.15531203,51.662853,,,,,true,-0.1401863,51.652565,222,246,451,548,,,N points,numeric,6.0,Colour,string,52;101;255,,,,,,,,,
570,Tatsfield,0.029154334,51.25654,-0.0027281179,51.255665,-0.0027591337,51.305614,0.0048851133,51.310677,0.057972133,51.292736,0.029154334,51.25654,,,true,0.02796441,51.294216,362,437,525,616,624,,N points,numeric,5.0,Colour,string,255;230;10,,,,,,,,,
571,Hampstead Heath,-0.18493207,51.574947,-0.19009605,51.561577,-0.17391889,51.550026,-0.16059145,51.566452,-0.16514403,51.58025,-0.18493207,51.574947,,,true,-0.17353067,51.562202,153,260,281,422,583,,N points,numeric,94.0,Colour,string,157;146;255,,,,,,,,,
572,Wandsworth,-0.19376643,51.434517,-0.20031682,51.436653,-0.20847996,51.44697,-0.20067054,51.46569,-0.18448432,51.46433,-0.18198438,51.45959,-0.18872243,51.437355,true,-0.19335786,51.45234,127,140,175,186,188,251,N points,numeric,119.0,Colour,string,255;171;195,-0.19376643,51.434517,574,,,,,,
573,Kensal Green,-0.21819028,51.54567,-0.21180281,51.53239,-0.21885596,51.520557,-0.22716497,51.519165,-0.24401788,51.52734,-0.2449367,51.530296,-0.23686181,51.5462,true,-0.22709963,51.53246,86,134,178,247,268,335,N points,numeric,90.0,Colour,string,210;150;255,-0.21819028,51.54567,580,,,,,,
574,Colliers Wood,-0.16713984,51.411274,-0.1632448,51.41797,-0.16992132,51.435814,-0.18872243,51.437355,-0.19376643,51.434517,-0.18976106,51.416622,-0.16713984,51.411274,true,-0.1783223,51.425617,186,188,275,349,376,572,N points,numeric,93.0,Colour,string,255;159;155,,,,,,,,,
575,New Victoria Hospital,-0.23607033,51.43657,-0.25937375,51.451473,-0.26197463,51.45085,-0.27049497,51.424267,-0.26126057,51.415546,-0.25203612,51.415092,-0.23618835,51.42697,true,-0.25502923,51.433956,127,200,248,300,341,356,N points,numeric,17.0,Colour,string,255;130;169,-0.23607033,51.43657,576,,,,,,
576,Roehampton,-0.23607033,51.43657,-0.22595291,51.448143,-0.2298135,51.46351,-0.24767806,51.469414,-0.25937375,51.451473,-0.23607033,51.43657,,,true,-0.24164842,51.454876,127,210,251,300,575,,N points,numeric,80.0,Colour,string,255;148;199,,,,,,,,,
577,Beckenham,-0.022443444,51.397274,-0.042455073,51.410038,-0.034617256,51.42984,-0.0279514,51.434174,-0.00959852,51.418022,-0.022443444,51.397274,,,true,-0.027369667,51.4129,221,234,318,582,595,,N points,numeric,64.0,Colour,string,255;254;149,,,,,,,,,
578,Dulwich,-0.08476089,51.463535,-0.096037984,51.457054,-0.097205885,51.453938,-0.09328359,51.441177,-0.07885509,51.432587,-0.0652975,51.43714,-0.062274978,51.45301,true,-0.0798889,51.449566,130,163,187,221,249,258,N points,numeric,81.0,Colour,string,255;240;197,-0.08476089,51.463535,579,,,,,,
579,West Norwood,-0.07885509,51.432587,-0.09328359,51.441177,-0.1110544,51.42386,-0.10983321,51.413334,-0.10809518,51.411896,-0.08358009,51.415768,-0.07885509,51.432587,true,-0.09427364,51.425404,187,208,258,261,290,578,N points,numeric,59.0,Colour,string,255;220;170,,,,,,,,,
580,Dollis Hill,-0.24600117,51.564884,-0.23686181,51.5462,-0.21819028,51.54567,-0.20995569,51.55888,-0.22135472,51.579018,-0.2440725,51.572018,-0.24600117,51.564884,true,-0.22633684,51.559364,131,268,335,422,573,592,N points,numeric,95.0,Colour,string,173;131;255,,,,,,,,,
581,Barking,0.08544937,51.540318,0.06631078,51.54591,0.054442294,51.531013,0.05407005,51.526943,0.058271214,51.522346,0.08028024,51.517548,0.08666777,51.523415,true,0.0715231,51.532883,144,159,218,295,384,501,N points,numeric,57.0,Colour,string,137;255;209,0.08544937,51.540318,587,,,,,,
582,Bellingham Railway Station,-0.00959852,51.418022,-0.0279514,51.434174,-0.026972273,51.439796,9.4581774E-4,51.452198,0.0034209725,51.45113,0.008670033,51.441372,0.0016261986,51.418182,true,-0.006776454,51.4363,148,221,304,327,338,577,N points,numeric,67.0,Colour,string,232;255;166,-0.00959852,51.418022,595,,,,,,
583,Sports Center:Middlesex County Cricket Club,-0.19591522,51.6003,-0.17150979,51.602905,-0.16504908,51.580402,-0.16514403,51.58025,-0.18493207,51.574947,-0.19938278,51.590958,-0.19591522,51.6003,true,-0.18142909,51.591686,281,310,331,422,571,591,N points,numeric,43.0,Colour,string,114;113;255,,,,,,,,,
584,Foots Cray,0.15013945,51.4186,0.14991997,51.423817,0.13618815,51.44085,0.11422044,51.44455,0.11565076,51.414185,0.13841581,51.405674,0.15013945,51.4186,true,0.12520237,51.429474,271,288,368,390,470,496,N points,numeric,38.0,Colour,string,158;255;103,,,,,,,,,
585,St Mary Cray Junction,0.095716275,51.409145,0.08799779,51.415977,0.06408944,51.411736,0.06887143,51.382816,0.07587093,51.38046,0.09527002,51.39858,0.095716275,51.409145,true,0.07758819,51.397873,271,364,371,390,449,452,N points,numeric,20.0,Colour,string,205;255;102,,,,,,,,,
586,Aldenham,-0.3491509,51.657776,-0.34523827,51.685177,-0.35172334,51.69943,-0.3759305,51.674046,-0.37705836,51.670265,-0.36045706,51.653427,-0.3491509,51.657776,true,-0.36210895,51.668404,214,265,284,377,467,502,N points,numeric,20.0,Colour,string,55;0;241,,,,,,,,,
587,Upney Und.St.,0.08544937,51.540318,0.08666777,51.523415,0.11353845,51.518047,0.11836076,51.52397,0.118388385,51.52586,0.10476037,51.552254,0.0946851,51.551224,true,0.100298174,51.534954,151,240,243,384,444,501,N points,numeric,39.0,Colour,string,122;255;197,0.08544937,51.540318,581,,,,,,
588,Hampton,-0.35051742,51.396538,-0.34920081,51.41818,-0.35379696,51.42147,-0.38487357,51.40753,-0.38552317,51.406612,-0.38329363,51.39769,-0.3763739,51.391296,true,-0.36389372,51.407547,109,236,380,392,421,432,N points,numeric,38.0,Colour,string,255;61;132,-0.35051742,51.396538,492,,,,,,
589,Ealing Hospital,-0.3361686,51.51224,-0.35471618,51.52029,-0.3632815,51.50907,-0.36053756,51.49542,-0.33521974,51.492477,-0.3361686,51.51224,,,true,-0.3466406,51.505188,209,306,320,413,414,,N points,numeric,39.0,Colour,string,254;96;255,,,,,,,,,
590,Copped Hall,0.06613928,51.722473,0.08788974,51.715714,0.09279956,51.664536,0.088611096,51.662735,0.0615061,51.66287,0.056880686,51.666218,0.052997302,51.68662,true,0.07549851,51.672367,224,302,350,418,487,508,N points,numeric,4.0,Colour,string,10;201;255,0.060458187,51.71947,665,0.06613928,51.722473,666,,,
591,Mill Hill East,-0.19938278,51.590958,-0.21843332,51.58426,-0.23047826,51.611126,-0.22430898,51.624554,-0.2033075,51.625324,-0.19591522,51.6003,-0.19938278,51.590958,true,-0.2125122,51.603226,131,274,331,383,422,583,N points,numeric,51.0,Colour,string,106;94;255,,,,,,,,,
592,NUMBER SIXTEEN HOTEL,-0.2841313,51.574535,-0.2652477,51.55524,-0.24600117,51.564884,-0.2440725,51.572018,-0.24974436,51.579407,-0.27062312,51.5883,-0.28166905,51.581867,true,-0.26576728,51.570023,131,262,334,335,366,426,N points,numeric,34.0,Colour,string,165;106;255,-0.2841313,51.574535,580,,,,,,
593,Downe,0.04702309,51.34926,0.042491987,51.324474,0.043446414,51.320152,0.06550468,51.298134,0.08195358,51.301178,0.08370436,51.30817,0.053251576,51.350544,true,0.053818855,51.3304,119,437,449,469,504,529,N points,numeric,7.0,Colour,string,250;255;44,0.051268272,51.351273,537,0.04702309,51.34926,624,,,
594,Kingswood Warren,-0.23220536,51.323162,-0.26895562,51.28004,-0.27294227,51.31328,-0.25649634,51.33275,-0.23322834,51.330265,-0.23220536,51.323162,,,true,-0.25007078,51.31926,254,400,417,439,473,,N points,numeric,26.0,Colour,string,255;74;28,,,,,,,,,
595,Shortlands Railway Station,-0.022443444,51.397274,-0.02121139,51.388737,-0.016378043,51.385265,-0.0016872869,51.385937,0.007883072,51.393486,0.001943907,51.417904,0.0016261986,51.418182,true,-0.006259974,51.39983,155,234,329,338,361,448,N points,numeric,25.0,Colour,string,250;255;130,-0.00959852,51.418022,577,-0.022443444,51.397274,582,,,
596,Great Warley Street,0.29440296,51.59001,0.28422302,51.62084,0.28227988,51.6214,0.2643149,51.61111,0.27521724,51.58547,0.28606632,51.582787,0.29440296,51.59001,true,0.28116906,51.60553,198,454,484,567,598,601,N points,numeric,12.0,Colour,string,0;247;165,,,,,,,,,
597,Crayford Marshes,0.20556246,51.460083,0.21420424,51.462784,0.22182609,51.4745,0.20771961,51.49705,0.19753265,51.497437,0.18964976,51.49047,0.19279805,51.46573,true,0.2027348,51.475716,231,283,382,419,433,472,N points,numeric,9.0,Colour,string,76;255;83,0.20556246,51.460083,605,,,,,,
598,Sewage Treatmant Plant,0.2521828,51.574394,0.24762623,51.576694,0.24660486,51.611774,0.25155208,51.615467,0.2643149,51.61111,0.27521724,51.58547,0.2521828,51.574394,true,0.25664127,51.5951,198,403,476,506,596,601,N points,numeric,10.0,Colour,string,10;255;171,,,,,,,,,
599,Fetcham,-0.34928676,51.31144,-0.34059802,51.257763,-0.36716402,51.24841,-0.36910015,51.249584,-0.37250236,51.307808,-0.34928676,51.31144,,,true,-0.35754064,51.294067,481,526,536,610,611,,N points,numeric,4.0,Colour,string,227;12;0,,,,,,,,,
600,Warlingham,-0.060487576,51.286087,-0.07392211,51.32484,-0.055074368,51.332882,-0.030286616,51.32227,-0.060487576,51.286087,,,,,true,-0.05735592,51.314117,354,453,483,525,,,N points,numeric,22.0,Colour,string,255;192;42,,,,,,,,,
601,South Weals,0.27389604,51.64767,0.28227988,51.6214,0.2643149,51.61111,0.25155208,51.615467,0.24930578,51.648643,0.27389604,51.64767,,,true,0.2680311,51.628475,484,486,506,596,598,,N points,numeric,12.0,Colour,string,0;238;181,,,,,,,,,
602,Havering atte Bower,0.1918052,51.637867,0.19182333,51.63788,0.20849122,51.626984,0.20186406,51.595425,0.20034426,51.59367,0.18355988,51.59575,0.17563602,51.617092,true,0.19241555,51.61016,141,315,429,497,509,538,N points,numeric,9.0,Colour,string,29;255;212,0.1918052,51.637867,564,,,,,,
603,Chingford Mediumwave Transmitter,0.014090043,51.673004,0.018266508,51.666298,0.018181458,51.663887,-0.0076919636,51.649124,-0.013679589,51.650352,-0.0062975143,51.67862,0.014090043,51.673004,true,-8.098787E-4,51.666443,252,285,350,471,498,508,N points,numeric,8.0,Colour,string,31;169;255,,,,,,,,,
604,Shepperton,-0.43781582,51.412796,-0.4214788,51.401283,-0.4210174,51.39502,-0.44040745,51.378643,-0.45198682,51.3878,-0.44590595,51.410496,-0.43781582,51.412796,true,-0.4371418,51.3949,348,353,424,478,492,499,N points,numeric,12.0,Colour,string,255;18;113,,,,,,,,,
605,Cold Harbour Point,0.16980858,51.48798,0.16178258,51.491814,0.15432733,51.501896,0.15540764,51.516525,0.16530725,51.520695,0.19071577,51.511513,0.19753265,51.497437,true,0.1766155,51.505272,253,346,382,440,444,472,N points,numeric,6.0,Colour,string,90;255;131,0.18964976,51.49047,528,0.16980858,51.48798,597,,,
606,Theydon Mount,0.15320517,51.71867,0.13268971,51.665573,0.14116666,51.656296,0.15072548,51.655396,0.16263735,51.669373,0.15388303,51.71845,0.15320517,51.71867,true,0.14692283,51.674004,428,509,534,541,563,667,N points,numeric,2.0,Colour,string,0;224;245,,,,,,,,,
