id,Name,Resident-Visitors-Total,Resident-Visits-Total,Resident-Visits-Per-Visitor,Resident-Visitors-Percent,Resident-Visits-Percent,Resident-Visits-Per-Visitor-Percent,Tourist-Visitors-Total,Tourist-Visits-Total,Tourist-Visits-Per-Visitor,Tourist-Visitors-Percent,Tourist-Visits-Percent,Tourist-Visits-Per-Visitor-Percent,Net-Visitors-Percent,Net-Visits-Percent,Net-Visits-Per-Visitor-Percent,Difference
294,294,4054,6597,1.627281697,0.001488191,0.001681407,0.001806097,1733,2008,1.158684362,0.00076122,0.000791079,0.001706844,0.000726972,0.000890328,9.93E-05,-0.533294596
295,295,6883,10237,1.48728752,0.002526695,0.00260915,0.001650719,6011,6718,1.117617701,0.002640329,0.002646647,0.00164635,-0.000113634,-3.75E-05,4.37E-06,-0.207549395
296,296,2920,5208,1.783561644,0.001071909,0.001327386,0.001979549,1549,1771,1.14331827,0.000680398,0.000697709,0.001684209,0.000391511,0.000629677,0.000295341,-0.492477432
297,297,2792,4709,1.686604585,0.001024921,0.001200204,0.001871938,1287,1597,1.240870241,0.000565314,0.00062916,0.001827911,0.000459607,0.000571044,4.40E-05,-0.493498256
298,298,5512,8500,1.542089985,0.002023412,0.002166433,0.001711543,3725,4064,1.091006711,0.001636205,0.001601068,0.001607149,0.000387207,0.000565365,0.000104394,-0.35307227
299,299,2764,4568,1.652677279,0.001014643,0.001164267,0.001834283,1612,1837,1.139578164,0.00070807,0.000723711,0.001678699,0.000306572,0.000440556,0.000155583,-0.426385636
300,300,5872,7887,1.343153951,0.002155565,0.002010195,0.001490747,3763,4160,1.10550093,0.001652896,0.001638888,0.0016285,0.000502669,0.000371307,-0.000137753,-0.309371628
301,301,4061,6023,1.483132233,0.001490761,0.001535109,0.001646107,2495,2840,1.138276553,0.001095928,0.001118856,0.001676782,0.000394833,0.000416253,-3.07E-05,-0.359133476
302,302,2560,4029,1.573828125,0.000939756,0.001026889,0.001746769,1871,2053,1.097274185,0.000821836,0.000808807,0.001616382,0.00011792,0.000218082,0.000130387,-0.324893127
303,303,4898,9032,1.844017967,0.001798017,0.002302026,0.002046649,2495,3018,1.209619238,0.001095928,0.001188982,0.001781876,0.000702089,0.001113044,0.000264773,-0.499087137
304,304,5509,7979,1.448357234,0.00202231,0.002033643,0.001607511,2878,3298,1.145934677,0.00126416,0.001299292,0.001688063,0.00075815,0.000734352,-8.06E-05,-0.415092666
305,305,5777,9305,1.610697594,0.002120691,0.002371607,0.00178769,3487,4014,1.151132779,0.001531663,0.00158137,0.00169572,0.000589028,0.000790237,9.20E-05,-0.397252046
306,306,3107,5233,1.684261345,0.001140555,0.001333758,0.001869337,1871,2180,1.165152325,0.000821836,0.000858841,0.001716372,0.000318719,0.000474918,0.000152965,-0.411844058
307,307,2822,5107,1.809709426,0.001035934,0.001301644,0.00200857,1958,2459,1.25587334,0.000860051,0.000968756,0.001850012,0.000175883,0.000332888,0.000158558,-0.349986783
308,308,3467,5653,1.630516297,0.001272708,0.001440805,0.001809687,2120,2366,1.116037736,0.000931209,0.000932118,0.001644022,0.000341499,0.000508688,0.000165664,-0.409901484
309,309,5469,8354,1.527518742,0.002007627,0.002129221,0.001695371,2618,2994,1.143621085,0.001149955,0.001179527,0.001684655,0.000857671,0.000949695,1.07E-05,-0.472329926
310,310,4626,6892,1.489840035,0.001698168,0.001756595,0.001653552,3051,3473,1.138315306,0.00134015,0.001368235,0.001676839,0.000358018,0.00038836,-2.33E-05,-0.329860106
311,311,1005,1574,1.566169154,0.000368928,0.000401172,0.001738269,521,571,1.09596929,0.000228849,0.000224953,0.001614459,0.000140079,0.000176219,0.000123809,-0.467599068
312,312,4674,7023,1.502567394,0.001715788,0.001789983,0.001667678,2843,3097,1.089342244,0.001248787,0.001220105,0.001604697,0.000467002,0.000569878,6.30E-05,-0.387944664
313,313,1385,2290,1.653429603,0.000508423,0.000583663,0.001835118,1026,1138,1.109161793,0.00045067,0.000448331,0.001633893,5.78E-05,0.000135332,0.000201224,-0.336056009
314,314,1609,2759,1.714729646,0.000590651,0.000703199,0.001903154,1041,1198,1.150816523,0.000457259,0.000471968,0.001695254,0.000133392,0.00023123,0.000207899,-0.394490776
315,315,3449,5935,1.720788634,0.001266101,0.00151268,0.001909879,1882,2196,1.166843783,0.000826668,0.000865144,0.001718864,0.000439433,0.000647536,0.000191015,-0.459845038
316,316,4015,6488,1.615940224,0.001473875,0.001653626,0.001793509,1402,1671,1.191868759,0.000615828,0.000658313,0.001755728,0.000858047,0.000995313,3.78E-05,-0.590390979
317,317,4231,6782,1.602930749,0.001553167,0.001728559,0.00177907,2356,2795,1.186332767,0.001034872,0.001101128,0.001747573,0.000518295,0.000627431,3.15E-05,-0.416309909
318,318,5560,9241,1.66205036,0.002041032,0.002355295,0.001844686,3482,4010,1.15163699,0.001529467,0.001579794,0.001696463,0.000511565,0.000775501,0.000148223,-0.394762659
319,319,3754,5122,1.364411295,0.001378064,0.001305467,0.00151434,2654,3014,1.13564431,0.001165768,0.001187406,0.001672904,0.000212295,0.000118061,-0.000158564,-0.259095379
320,320,2341,4300,1.836821871,0.000859363,0.00109596,0.002038662,1655,2009,1.213897281,0.000726958,0.000791473,0.001788178,0.000132405,0.000304488,0.000250484,-0.363132034
321,321,3967,6122,1.543231661,0.001456254,0.001560342,0.001712811,2697,3101,1.14979607,0.001184656,0.001221681,0.001693751,0.000271598,0.000338661,1.91E-05,-0.327550688
322,322,4017,6141,1.528752801,0.001474609,0.001565184,0.001696741,3019,3484,1.154024511,0.001326095,0.001372569,0.00169998,0.000148514,0.000192615,-3.24E-06,-0.276051948
323,323,2028,3358,1.65581854,0.000744463,0.000855868,0.001837769,1090,1248,1.144954128,0.000478782,0.000491666,0.001686618,0.000265681,0.000364202,0.000151151,-0.458098133
324,324,3623,6116,1.688103781,0.001329975,0.001558812,0.001873602,2277,2610,1.146245059,0.001000171,0.001028245,0.00168852,0.000329803,0.000530567,0.000185082,-0.401787761
325,325,3021,5350,1.770936776,0.001108985,0.001363578,0.001965537,2115,2466,1.165957447,0.000929013,0.000971514,0.001717558,0.000179972,0.000392064,0.000247979,-0.368986694
326,326,2698,3970,1.471460341,0.000990414,0.001011852,0.001633153,1495,1654,1.106354515,0.000656678,0.000651616,0.001629758,0.000333736,0.000360236,3.39E-06,-0.411806543
327,327,11690,16628,1.422412318,0.004291307,0.004238053,0.001578715,6196,7028,1.134280181,0.00272159,0.002768776,0.001670895,0.001569716,0.001469277,-9.22E-05,-0.405816706
328,328,3436,5466,1.59080326,0.001261328,0.001393144,0.00176561,1914,2163,1.130094044,0.000840724,0.000852143,0.001664728,0.000420605,0.000541001,0.000100881,-0.432953205
329,329,2514,3963,1.576372315,0.00092287,0.001010068,0.001749593,1155,1318,1.141125541,0.000507333,0.000519244,0.001680979,0.000415536,0.000490824,6.86E-05,-0.500852111
330,330,5016,8654,1.725279107,0.001841334,0.002205684,0.001914862,3852,4523,1.174195223,0.001691989,0.001781897,0.001729693,0.000149345,0.000423787,0.000185169,-0.313500797
331,331,5888,9063,1.539232337,0.002161438,0.002309927,0.001708372,3438,3958,1.151250727,0.00151014,0.001559308,0.001695894,0.000651298,0.00075062,1.25E-05,-0.392058982
332,332,4429,8450,1.907879883,0.001625851,0.002153689,0.002117528,1938,2318,1.196078431,0.000851266,0.000913207,0.001761929,0.000774585,0.001240482,0.000355599,-0.569465082
333,333,3803,6666,1.752826716,0.001396051,0.001698993,0.001945437,2471,2903,1.174828005,0.001085386,0.001143676,0.001730625,0.000310666,0.000555317,0.000214812,-0.393249033
334,334,3814,6103,1.600157315,0.001400089,0.001555499,0.001775992,2752,3141,1.141351744,0.001208815,0.001237439,0.001681312,0.000191274,0.000318059,9.47E-05,-0.320424059
335,335,6629,9606,1.449087343,0.002433454,0.002448324,0.001608321,6169,6890,1.116874696,0.002709731,0.002714409,0.001645255,-0.000276277,-0.000266085,-3.69E-05,-0.164645975
336,336,5718,7853,1.373382302,0.002099033,0.002001529,0.001524297,3572,3916,1.096304591,0.001569,0.001542761,0.001614953,0.000530033,0.000458768,-9.07E-05,-0.334522899
337,337,3024,4795,1.585648148,0.001110087,0.001222123,0.001759888,2145,2511,1.170629371,0.00094219,0.000989242,0.00172444,0.000167896,0.000232881,3.54E-05,-0.312619765
338,338,3754,6038,1.608417688,0.001378064,0.001538932,0.00178516,2286,2632,1.15135608,0.001004125,0.001036912,0.001696049,0.000373939,0.00050202,8.91E-05,-0.392848904
339,339,1814,3154,1.738699008,0.000665905,0.000803874,0.001929757,1022,1207,1.181017613,0.000448913,0.000475514,0.001739743,0.000216992,0.00032836,0.000190014,-0.446457235
340,340,6023,9324,1.548065748,0.002210996,0.00237645,0.001718176,3631,4183,1.152024236,0.001594915,0.001647949,0.001697033,0.00061608,0.0007285,2.11E-05,-0.380617458
341,341,6793,10485,1.543500662,0.002493657,0.002672359,0.001713109,3800,4200,1.105263158,0.001669148,0.001654647,0.00162815,0.000824508,0.001017712,8.50E-05,-0.427987743
342,342,3781,6688,1.768844221,0.001387975,0.0017046,0.001963215,2688,3081,1.146205357,0.001180703,0.001213802,0.001688462,0.000207272,0.000490799,0.000274753,-0.369229194
343,343,7163,10152,1.417283261,0.002629481,0.002587486,0.001573022,4947,5514,1.114614918,0.002172968,0.002172315,0.001641926,0.000456513,0.000415171,-6.89E-05,-0.296055151
344,344,1194,2060,1.725293132,0.000438308,0.000525041,0.001914878,668,765,1.145209581,0.000293419,0.000301382,0.001686995,0.000144889,0.000223659,0.000227883,-0.45840708
345,345,3919,6120,1.561622863,0.001438634,0.001559832,0.001733223,2801,3152,1.125312388,0.001230338,0.001241773,0.001657684,0.000208296,0.000318059,7.55E-05,-0.320103538
346,346,3415,6129,1.794729136,0.00125362,0.001562126,0.001991944,1676,2032,1.212410501,0.000736182,0.000800534,0.001785988,0.000517437,0.000761592,0.000205956,-0.502021811
347,347,3723,5999,1.611334945,0.001366684,0.001528992,0.001788397,2096,2451,1.169370229,0.000920667,0.000965605,0.001722586,0.000446017,0.000563387,6.58E-05,-0.419881657
348,348,3824,6146,1.607217573,0.00140376,0.001566459,0.001783828,2270,2582,1.137444934,0.000997097,0.001017214,0.001675557,0.000406664,0.000549245,0.000108271,-0.408340972
349,349,6089,9911,1.627689276,0.002235224,0.002526061,0.001806549,3098,3668,1.183989671,0.001360795,0.001445058,0.001744121,0.000874429,0.001081003,6.24E-05,-0.459754032
350,350,1754,2572,1.4663626,0.00064388,0.000655537,0.001627495,1442,1618,1.122052705,0.000633398,0.000637433,0.001652883,1.05E-05,1.81E-05,-2.54E-05,-0.227684964
351,351,2502,4192,1.675459632,0.000918464,0.001068434,0.001859569,1697,2086,1.229228049,0.000745407,0.000821808,0.001810761,0.000173058,0.000246626,4.88E-05,-0.335457152
352,352,2827,4837,1.711001061,0.001037769,0.001232828,0.001899015,1848,2211,1.196428571,0.000811733,0.000871053,0.001762445,0.000226036,0.000361774,0.000136571,-0.372587968
353,353,2771,4855,1.752075063,0.001017212,0.001237416,0.001944603,1274,1456,1.142857143,0.000559604,0.000573611,0.001683529,0.000457608,0.000663805,0.000261073,-0.538583426
354,354,2256,3822,1.694148936,0.00082816,0.00097413,0.001880312,1141,1442,1.263803681,0.000501184,0.000568095,0.001861694,0.000326976,0.000406035,1.86E-05,-0.45212766
355,355,4865,7657,1.57389517,0.001785903,0.001951574,0.001746844,3096,3524,1.138242894,0.001359917,0.001388327,0.001676732,0.000425986,0.000563246,7.01E-05,-0.369644933
356,356,5995,9157,1.527439533,0.002200717,0.002333886,0.001695283,3264,3618,1.108455882,0.001433711,0.00142536,0.001632853,0.000767007,0.000908525,6.24E-05,-0.433581213
357,357,3710,5738,1.546630728,0.001361912,0.00146247,0.001716583,2099,2442,1.163411148,0.000921985,0.000962059,0.001713807,0.000439927,0.000500411,2.78E-06,-0.402933985
358,358,6232,10738,1.723042362,0.002287718,0.002736842,0.00191238,2767,3259,1.177809902,0.001215404,0.001283927,0.001735018,0.001072314,0.001452915,0.000177362,-0.534328785
359,359,3188,4925,1.544855709,0.00117029,0.001255257,0.001714613,2173,2527,1.162908422,0.000954489,0.000995546,0.001713067,0.0002158,0.000259711,1.55E-06,-0.321792807
360,360,4153,5746,1.383578136,0.001524533,0.001464509,0.001535613,3491,3815,1.092810083,0.00153342,0.001502971,0.001609806,-8.89E-06,-3.85E-05,-7.42E-05,-0.201966322
361,361,2423,4222,1.742468015,0.000889464,0.00107608,0.00193394,904,1058,1.170353982,0.000397082,0.000416813,0.001724035,0.000492383,0.000659267,0.000209905,-0.599242424
362,362,1102,1879,1.70508167,0.000404535,0.000478909,0.001892446,354,405,1.144067797,0.000155494,0.000159555,0.001685313,0.000249041,0.000319354,0.000207133,-0.645359019
363,363,1214,1729,1.424217463,0.00044565,0.000440678,0.001580718,744,792,1.064516129,0.000326802,0.000312019,0.001568126,0.000118848,0.000128659,1.26E-05,-0.371677906
364,364,2756,4363,1.583091437,0.001011706,0.001112017,0.00175705,1436,1697,1.181754875,0.000630762,0.000668556,0.001740829,0.000380943,0.000443461,1.62E-05,-0.439933993
365,365,1343,2145,1.597170514,0.000493005,0.000546706,0.001772677,524,559,1.066793893,0.000230167,0.000220226,0.001571482,0.000262838,0.00032648,0.000201195,-0.586538462
366,366,3682,5276,1.432916893,0.001351633,0.001344718,0.001590374,2495,2810,1.126252505,0.001095928,0.001107038,0.001659069,0.000255705,0.00023768,-6.87E-05,-0.304971556
367,367,7608,11491,1.510383807,0.002792837,0.002928763,0.001676353,5379,6048,1.12437256,0.002362724,0.002382691,0.0016563,0.000430113,0.000546071,2.01E-05,-0.310336963
368,368,5287,8759,1.656705126,0.001940816,0.002232446,0.001838753,2366,2760,1.166525782,0.001039265,0.001087339,0.001718395,0.000901551,0.001145106,0.000120358,-0.520791735
369,369,4230,6239,1.474940898,0.0015528,0.001590162,0.001637016,2672,3047,1.140344311,0.001173675,0.001200407,0.001679828,0.000379125,0.000389755,-4.28E-05,-0.343743269
370,370,3379,5860,1.7342409,0.001240404,0.001493564,0.001924809,2407,2793,1.1603656,0.001057274,0.00110034,0.001709321,0.00018313,0.000393224,0.000215488,-0.354443546
371,371,4120,6619,1.606553398,0.001512419,0.001687014,0.00178309,2022,2381,1.177546983,0.000888163,0.000938027,0.001734631,0.000624257,0.000748987,4.85E-05,-0.470888889
372,372,6224,10147,1.630302057,0.002284781,0.002586211,0.001809449,4511,5357,1.187541565,0.001981455,0.002110463,0.001749354,0.000303326,0.000475749,6.01E-05,-0.308952528
373,373,6499,9391,1.444991537,0.002385732,0.002393526,0.001603775,4490,5026,1.119376392,0.001972231,0.001980061,0.00164894,0.000413501,0.000413465,-4.52E-05,-0.302767566
374,374,3293,4884,1.483146067,0.001208834,0.001244807,0.001646122,4305,4722,1.096864111,0.001890969,0.001860296,0.001615778,-0.000682135,-0.000615489,3.03E-05,-0.01686446
375,375,2629,3969,1.509699506,0.000965085,0.001011597,0.001675594,1344,1565,1.164434524,0.000590351,0.000616553,0.001715315,0.000374734,0.000395044,-3.97E-05,-0.434405493
376,376,5112,8736,1.708920188,0.001876575,0.002226583,0.001896706,2940,3454,1.174829932,0.001291394,0.00136075,0.001730628,0.000585181,0.000865833,0.000166078,-0.433305989
377,377,2192,3728,1.700729927,0.000804666,0.000950172,0.001887616,1233,1475,1.196269262,0.000541595,0.000581096,0.00176221,0.000263071,0.000369076,0.000125405,-0.433019412
378,378,3483,4990,1.432672983,0.001278582,0.001271824,0.001590103,1716,1879,1.094988345,0.000753752,0.000740257,0.001613014,0.00052483,0.000531566,-2.29E-05,-0.452904353
379,379,3189,5119,1.605205394,0.001170657,0.001304702,0.001781594,1886,2137,1.133085896,0.000828425,0.0008419,0.001669136,0.000342232,0.000462802,0.000112459,-0.410970232
380,380,1696,3264,1.924528302,0.000622588,0.00083191,0.002136006,1295,1458,1.125868726,0.000568828,0.000574399,0.001658504,5.38E-05,0.000257511,0.000477502,-0.382465057
381,381,2052,2983,1.453703704,0.000753273,0.000760291,0.001613445,1054,1161,1.101518027,0.000462969,0.000457392,0.001622633,0.000290304,0.000302899,-9.19E-06,-0.439671815
382,382,2290,4334,1.892576419,0.000840641,0.001104626,0.002100543,1090,1342,1.231192661,0.000478782,0.000528699,0.001813655,0.000361859,0.000575927,0.000286888,-0.527131783
383,383,3215,5258,1.635458787,0.001180201,0.00134013,0.001815172,2514,2742,1.090692124,0.001104273,0.001080248,0.001606686,7.59E-05,0.000259882,0.000208486,-0.3145
384,384,5159,7642,1.481294825,0.001893828,0.001947751,0.001644068,3749,4307,1.148839691,0.001646747,0.001696801,0.001692342,0.000247081,0.00025095,-4.83E-05,-0.279102854
385,385,4624,6476,1.400519031,0.001697434,0.001650567,0.001554416,4055,4514,1.113193588,0.001781157,0.001778351,0.001639832,-8.37E-05,-0.000127784,-8.54E-05,-0.178525933
386,386,2176,2943,1.352481618,0.000798792,0.000750096,0.0015011,2189,2391,1.09227958,0.000961517,0.000941967,0.001609024,-0.000162725,-0.000191871,-0.000107924,-0.103487064
387,387,1671,2402,1.437462597,0.000613411,0.000612208,0.001595419,984,1087,1.104674797,0.000432222,0.000428238,0.001627283,0.000181189,0.00018397,-3.19E-05,-0.376898825
388,388,1944,3268,1.681069959,0.000713627,0.00083293,0.001865795,1550,1742,1.123870968,0.000680837,0.000686284,0.001655561,3.28E-05,0.000146645,0.000210234,-0.304590818
389,389,3282,5193,1.58226691,0.001204796,0.001323563,0.001756135,2375,2672,1.125052632,0.001043218,0.001052671,0.001657302,0.000161579,0.000270893,9.88E-05,-0.320534011
390,390,3381,5382,1.591836735,0.001241138,0.001371734,0.001766757,2149,2521,1.173103769,0.000943947,0.000993182,0.001728085,0.000297191,0.000378552,3.87E-05,-0.362014425
391,391,3718,6477,1.742065627,0.001364848,0.001650822,0.001933494,3245,3668,1.130354391,0.001425365,0.001445058,0.001665112,-6.05E-05,0.000205764,0.000268382,-0.276885165
392,392,2290,3276,1.430567686,0.000840641,0.000834969,0.001587766,1612,1799,1.116004963,0.00070807,0.00070874,0.001643974,0.000132571,0.000126228,-5.62E-05,-0.291034483
393,393,740,1169,1.57972973,0.000271648,0.000297948,0.001753319,370,428,1.156756757,0.000162522,0.000168616,0.001704005,0.000109126,0.000129332,4.93E-05,-0.463994991
394,394,2241,3539,1.579205712,0.000822653,0.000902001,0.001752738,1000,1250,1.25,0.00043925,0.000492454,0.00184136,0.000383404,0.000409546,-8.86E-05,-0.477970349
395,395,2066,3510,1.69893514,0.000758412,0.000894609,0.001885624,1158,1346,1.162348877,0.000508651,0.000530275,0.001712242,0.000249761,0.000364334,0.000173381,-0.445634267
396,396,2543,3704,1.456547385,0.000933515,0.000944055,0.001616601,1586,1788,1.127364439,0.00069665,0.000704407,0.001660707,0.000236865,0.000239648,-4.41E-05,-0.348871085
397,397,1860,2479,1.332795699,0.000682791,0.000631834,0.001479251,1343,1463,1.089352197,0.000589912,0.000576369,0.001604712,9.29E-05,5.55E-05,-0.000125461,-0.257737189
398,398,2628,4563,1.73630137,0.000964718,0.001162992,0.001927096,1479,1775,1.200135227,0.00064965,0.000699285,0.001767905,0.000315068,0.000463707,0.000159191,-0.439886399
399,399,1868,3262,1.746252677,0.000685728,0.000831401,0.001938141,786,905,1.151399491,0.00034525,0.000356537,0.001696113,0.000340478,0.000474864,0.000242028,-0.565634749
400,400,2136,3490,1.633895131,0.000784109,0.000889512,0.001813437,1233,1362,1.104622871,0.000541595,0.000536578,0.001627207,0.000242514,0.000352934,0.00018623,-0.438582028
401,401,3360,5040,1.5,0.001233429,0.001284567,0.001664828,1765,2031,1.150708215,0.000775276,0.00080014,0.001695095,0.000458154,0.000484427,-3.03E-05,-0.425540942
402,402,1607,2318,1.442439328,0.000589917,0.000590799,0.001600943,901,985,1.093229745,0.000395764,0.000388054,0.001610424,0.000194153,0.000202745,-9.48E-06,-0.40357251
403,403,5664,9412,1.661723164,0.00207921,0.002398879,0.001844323,2789,3285,1.17784152,0.001225067,0.00129417,0.001735065,0.000854143,0.001104708,0.000109258,-0.482554934
404,404,1528,2673,1.74934555,0.000560917,0.000681279,0.001941573,739,876,1.185385656,0.000324605,0.000345112,0.001746178,0.000236311,0.000336167,0.000195396,-0.506339814
405,405,3840,6026,1.569270833,0.001409634,0.001535874,0.001741711,2760,3102,1.123913043,0.001212329,0.001222075,0.001655623,0.000197305,0.000313799,8.61E-05,-0.320333041
406,406,2166,3566,1.646352724,0.000795121,0.000908882,0.001827263,1044,1304,1.249042146,0.000458577,0.000513728,0.001839949,0.000336545,0.000395154,-1.27E-05,-0.464476386
407,407,2225,3380,1.519101124,0.00081678,0.000861476,0.001686028,1468,1645,1.120572207,0.000644818,0.00064807,0.001650702,0.000171962,0.000213406,3.53E-05,-0.345273632
408,408,3141,4665,1.485195798,0.001153036,0.001188989,0.001648397,2068,2308,1.116054159,0.000908368,0.000909268,0.001644046,0.000244668,0.000279722,4.35E-06,-0.33801807
409,409,2564,3956,1.542901716,0.000941224,0.001008283,0.001712444,1576,1884,1.195431472,0.000692257,0.000742227,0.001760976,0.000248967,0.000266056,-4.85E-05,-0.354794521
410,410,3496,6164,1.763157895,0.001283354,0.001571046,0.001956904,2161,2498,1.155946321,0.000949218,0.000984121,0.001702811,0.000334136,0.000586925,0.000254093,-0.423227892
411,411,3617,5634,1.557644457,0.001327772,0.001435963,0.001728807,1968,2218,1.12703252,0.000864443,0.000873811,0.001660218,0.000463329,0.000562152,6.86E-05,-0.435048395
412,412,2181,3329,1.526364053,0.000800628,0.000848477,0.001694089,1178,1255,1.065365025,0.000517436,0.000494424,0.001569377,0.000283192,0.000354053,0.000124713,-0.452443281
413,413,2810,4023,1.431672598,0.001031529,0.00102536,0.001588993,1777,1999,1.124929657,0.000780547,0.000787533,0.001657121,0.000250982,0.000237827,-6.81E-05,-0.336100963
414,414,3543,5172,1.459779848,0.001300607,0.001318211,0.001620189,3617,3950,1.092065247,0.001588766,0.001556156,0.001608708,-0.000288158,-0.000237945,1.15E-05,-0.13396185
415,415,2103,3087,1.467902996,0.000771995,0.000786798,0.001629204,1466,1761,1.201227831,0.00064394,0.00069377,0.001769515,0.000128055,9.30E-05,-0.00014031,-0.273514851
416,416,2418,3627,1.5,0.000887629,0.00092443,0.001664828,1728,1947,1.126736111,0.000759023,0.000767047,0.001659782,0.000128605,0.000157383,5.05E-06,-0.301399354
417,417,2034,3210,1.578171091,0.000746665,0.000818147,0.001751589,1017,1112,1.093411996,0.000446717,0.000438087,0.001610692,0.000299949,0.00038006,0.000140897,-0.485423415
418,418,2650,4406,1.662641509,0.000972794,0.001122977,0.001845342,1640,1937,1.181097561,0.000720369,0.000763107,0.001739861,0.000252425,0.00035987,0.000105481,-0.38924799
419,419,988,1843,1.865384615,0.000362687,0.000469734,0.002070364,617,744,1.205834684,0.000271017,0.000293109,0.001776301,9.17E-05,0.000176625,0.000294063,-0.42481639
420,420,654,875,1.337920489,0.000240078,0.000223015,0.001484939,401,503,1.25436409,0.000176139,0.000198164,0.001847789,6.39E-05,2.49E-05,-0.00036285,-0.269956459
421,421,1932,3149,1.629917184,0.000709222,0.0008026,0.001809022,1056,1226,1.160984848,0.000463848,0.000482999,0.001710233,0.000245374,0.0003196,9.88E-05,-0.439542857
422,422,6857,9678,1.411404404,0.002517151,0.002466675,0.001566497,5496,6148,1.118631732,0.002414116,0.002422088,0.001647843,0.000103035,4.46E-05,-8.13E-05,-0.223050676
423,423,522,690,1.32183908,0.000191622,0.000175863,0.00146709,408,451,1.105392157,0.000179214,0.000177678,0.00162834,1.24E-05,-1.81E-06,-0.00016125,-0.209465381
424,424,2575,3451,1.340194175,0.000945262,0.000879572,0.001487462,1595,1695,1.062695925,0.000700603,0.000667768,0.001565445,0.000244659,0.000211804,-7.80E-05,-0.341235911
425,425,3532,5714,1.617780294,0.001296569,0.001456353,0.001795551,1859,2048,1.101667563,0.000816565,0.000806837,0.001622854,0.000480004,0.000649515,0.000172697,-0.472300953
426,426,8042,10604,1.318577468,0.002952155,0.002702689,0.00146347,13798,14681,1.063994782,0.006060766,0.005783779,0.001567358,-0.003108611,-0.00308109,-0.000103888,0.161241843
427,427,1887,2745,1.454689984,0.000692703,0.00069963,0.001614539,1608,1741,1.082711443,0.000706313,0.000685891,0.00159493,-1.36E-05,1.37E-05,1.96E-05,-0.223807401
428,428,539,829,1.538033395,0.000197863,0.000211291,0.001707041,321,336,1.046728972,0.000140999,0.000132372,0.001541924,5.69E-05,7.89E-05,0.000165117,-0.423175966
429,429,4967,7968,1.604187638,0.001823346,0.00203084,0.001780465,2511,3043,1.211867782,0.001102956,0.001198831,0.001785188,0.000720391,0.000832009,-4.72E-06,-0.447279993
430,430,3201,5035,1.572945954,0.001175062,0.001283293,0.00174579,1768,2010,1.136877828,0.000776593,0.000791867,0.001674721,0.000398469,0.000491426,7.11E-05,-0.429382541
431,431,1899,2697,1.420221169,0.000697108,0.000687396,0.001576283,1245,1373,1.102811245,0.000546866,0.000540912,0.001624538,0.000150242,0.000146485,-4.83E-05,-0.325307125
432,432,2530,3651,1.443083004,0.000928743,0.000930547,0.001601657,1654,1779,1.075574365,0.000726519,0.000700861,0.001584416,0.000202224,0.000229686,1.72E-05,-0.344751381
433,433,2303,3657,1.587928789,0.000845413,0.000932076,0.001762419,1171,1416,1.209222886,0.000514361,0.000557852,0.001781292,0.000331052,0.000374224,-1.89E-05,-0.441750444
434,434,2348,3792,1.614991482,0.000861932,0.000966484,0.001792456,1572,1764,1.122137405,0.0006905,0.000694952,0.001653007,0.000171432,0.000271532,0.000139448,-0.365010799
435,435,1527,2330,1.525867714,0.00056055,0.000593858,0.001693539,899,1036,1.152391546,0.000394885,0.000408146,0.001697574,0.000165664,0.000185711,-4.04E-06,-0.384432561
436,436,2385,4328,1.814675052,0.000875515,0.001103097,0.002014082,1053,1233,1.170940171,0.00046253,0.000485757,0.001724898,0.000412985,0.00061734,0.000289183,-0.556554577
437,437,1446,2319,1.60373444,0.000530815,0.000591054,0.001779962,743,808,1.087483176,0.000326362,0.000318323,0.001601959,0.000204453,0.000272731,0.000178003,-0.483210745
438,438,1422,2244,1.578059072,0.000522005,0.000571938,0.001751465,673,752,1.117384844,0.000295615,0.000296261,0.001646006,0.00022639,0.000275678,0.000105459,-0.49799733
439,439,3142,4819,1.533736474,0.001153403,0.00122824,0.001702272,1188,1371,1.154040404,0.000521829,0.000540124,0.001700003,0.000631575,0.000688116,2.27E-06,-0.557027464
440,440,4219,7666,1.817018251,0.001548762,0.001953868,0.002016682,2330,2831,1.215021459,0.001023452,0.001115311,0.001789834,0.00052531,0.000838557,0.000226849,-0.460607793
441,441,1269,1789,1.409771474,0.00046584,0.00045597,0.001564685,1328,1520,1.144578313,0.000583323,0.000598825,0.001686065,-0.000117484,-0.000142854,-0.00012138,-0.081293442
442,442,2508,4022,1.603668262,0.000920667,0.001025105,0.001779888,1362,1521,1.116740088,0.000598258,0.000599219,0.001645057,0.000322409,0.000425887,0.000134832,-0.451199711
443,443,1520,2647,1.741447368,0.00055798,0.000674653,0.001932807,966,1079,1.116977226,0.000424315,0.000425087,0.001645406,0.000133665,0.000249566,0.000287401,-0.420826624
444,444,492,1072,2.178861789,0.000180609,0.000273225,0.002418287,519,618,1.190751445,0.000227971,0.000243469,0.001754082,-4.74E-05,2.98E-05,0.000664205,-0.268639053
445,445,4547,6900,1.517484055,0.001669168,0.001758634,0.001684234,2875,3185,1.107826087,0.001262843,0.001254774,0.001631926,0.000406325,0.00050386,5.23E-05,-0.368368865
446,446,501,649,1.295409182,0.000183913,0.000165414,0.001437756,458,499,1.089519651,0.000201176,0.000196588,0.001604959,-1.73E-05,-3.12E-05,-0.000167203,-0.130662021
