id,Name,Resident-Visitors-Total,Resident-Visits-Total,Resident-Visits-Per-Visitor,Resident-Visitors-Percent,Resident-Visits-Percent,Resident-Visits-Per-Visitor-Percent,Tourist-Visitors-Total,Tourist-Visits-Total,Tourist-Visits-Per-Visitor,Tourist-Visitors-Percent,Tourist-Visits-Percent,Tourist-Visits-Per-Visitor-Percent,Net-Visitors-Percent,Net-Visits-Percent,Net-Visits-Per-Visitor-Percent,Difference
142,142,4668,6542,1.401456727,0.001713586,0.001667389,0.001555457,3746,4170,1.1131874,0.001645429,0.001642828,0.001639823,6.82E-05,2.46E-05,-8.44E-05,-0.221433906
143,143,13144,17874,1.359860012,0.004825059,0.004555626,0.001509289,8223,9048,1.100328347,0.003611949,0.003564582,0.001620881,0.001213109,0.000991044,-0.000111592,-0.327835971
144,144,4111,6963,1.69374848,0.001509116,0.001774691,0.001879867,2788,3211,1.151721664,0.001224628,0.001265017,0.001696588,0.000284488,0.000509674,0.000183279,-0.368783173
145,145,3842,7141,1.858667361,0.001410368,0.001820059,0.002062908,1992,2301,1.155120482,0.000874985,0.00090651,0.001701594,0.000535383,0.000913549,0.000361314,-0.512603262
146,146,9273,12574,1.355979726,0.003404045,0.003204792,0.001504982,6571,7109,1.081874905,0.002886309,0.002800687,0.001593697,0.000517736,0.000404105,-8.87E-05,-0.277650765
147,147,7037,9927,1.410686372,0.002583227,0.002530139,0.0015657,5955,6453,1.083627204,0.002615731,0.002542247,0.001596279,-3.25E-05,-1.21E-05,-3.06E-05,-0.212087912
148,148,4446,6076,1.366621682,0.001632091,0.001548617,0.001516794,2350,2595,1.104255319,0.001032237,0.001022335,0.001626666,0.000599855,0.000526282,-0.000109872,-0.40145312
149,149,6884,10629,1.544015107,0.002527062,0.002709061,0.00171368,3638,4207,1.156404618,0.00159799,0.001657405,0.001703486,0.000929072,0.001051656,1.02E-05,-0.432866002
150,150,5384,8369,1.554420505,0.001976424,0.002133044,0.001725229,3353,3845,1.146734268,0.001472804,0.00151479,0.001689241,0.00050362,0.000618255,3.60E-05,-0.370394629
151,151,3689,6178,1.674708593,0.001354203,0.001574615,0.001858735,1948,2358,1.210472279,0.000855658,0.000928966,0.001783132,0.000498545,0.000645648,7.56E-05,-0.447516401
152,152,9673,13766,1.423136566,0.003550882,0.003508602,0.001579519,6788,7532,1.109605186,0.002981626,0.002967333,0.001634546,0.000569256,0.000541269,-5.50E-05,-0.29270354
153,153,6043,7964,1.317888466,0.002218338,0.00202982,0.001462705,4917,5512,1.121008745,0.00215979,0.002171527,0.001651345,5.85E-05,-0.000141707,-0.000188639,-0.181953102
154,154,7562,10153,1.342634224,0.00277595,0.002587741,0.00149017,8290,9273,1.118576598,0.003641379,0.003653224,0.001647762,-0.000865429,-0.001065483,-0.000157592,-0.045300113
155,155,7707,12061,1.564940963,0.002829179,0.003074041,0.001736905,3804,4280,1.125131441,0.001670905,0.001686164,0.001657418,0.001158273,0.001387877,7.95E-05,-0.476164249
156,156,8816,12040,1.36569873,0.003236284,0.003068689,0.001515769,6010,6709,1.116306156,0.00263989,0.002643101,0.001644417,0.000596394,0.000425587,-0.000128648,-0.284335165
157,157,4652,6707,1.441745486,0.001707712,0.001709443,0.001600173,2662,2948,1.107438017,0.001169282,0.001161404,0.001631354,0.00053843,0.000548039,-3.12E-05,-0.389331952
158,158,2565,4086,1.592982456,0.000941591,0.001041417,0.001768028,2766,3082,1.114244396,0.001214964,0.001214196,0.00164138,-0.000273373,-0.000172779,0.000126648,-0.140066964
159,159,3993,5854,1.466065615,0.001465799,0.001492035,0.001627165,4768,5302,1.111996644,0.002094342,0.002088795,0.001638069,-0.000628543,-0.000596759,-1.09E-05,-0.0494801
160,160,8982,12852,1.430861723,0.003297221,0.003275647,0.001588093,5646,6312,1.117959617,0.002480003,0.002486698,0.001646853,0.000817218,0.000788949,-5.88E-05,-0.341264872
161,161,12607,17772,1.409693028,0.00462793,0.004529629,0.001564598,7705,8555,1.110317975,0.003384418,0.003370358,0.001635596,0.001243512,0.001159271,-7.10E-05,-0.350096859
162,162,6940,8686,1.251585014,0.002547619,0.00221384,0.001389116,4663,5070,1.087282865,0.002048221,0.001997395,0.001601664,0.000499398,0.000216445,-0.000212547,-0.262867113
163,163,9957,14499,1.456161494,0.003655136,0.003695425,0.001616173,6117,6856,1.120810855,0.00268689,0.002701014,0.001651053,0.000968246,0.000994411,-3.49E-05,-0.357902131
164,164,11778,15828,1.343861437,0.004323611,0.004034153,0.001491532,8275,9039,1.092326284,0.00363479,0.003561036,0.001609093,0.00068882,0.000473117,-0.000117561,-0.273012426
165,165,7703,10971,1.424250292,0.00282771,0.002796228,0.001580755,4800,5406,1.12625,0.002108398,0.002129767,0.001659066,0.000719312,0.000666461,-7.83E-05,-0.339805825
166,166,8121,11574,1.425193942,0.002981155,0.002949917,0.001581802,5146,5748,1.116984065,0.002260378,0.002264502,0.001645416,0.000720777,0.000685415,-6.36E-05,-0.336335296
167,167,4254,7618,1.790785143,0.00156161,0.001941634,0.001987567,1911,2354,1.231815803,0.000839406,0.00092739,0.001814573,0.000722204,0.001014244,0.000172993,-0.527878059
168,168,8812,14371,1.630844303,0.003234816,0.003662801,0.001810051,5374,6290,1.170450316,0.002360527,0.002478031,0.001724177,0.000874288,0.00118477,8.59E-05,-0.391123373
169,169,10642,15438,1.450667168,0.003906594,0.003934752,0.001610075,6945,7711,1.110295176,0.003050588,0.003037853,0.001635563,0.000856006,0.000896899,-2.55E-05,-0.333794116
170,170,5843,7981,1.365907924,0.002144919,0.002034153,0.001516002,4352,4924,1.131433824,0.001911614,0.001939876,0.001666702,0.000233305,9.43E-05,-0.0001507,-0.236884928
171,171,11892,16931,1.423730239,0.004365459,0.00431528,0.001580178,7670,8411,1.096610169,0.003369044,0.003313627,0.001615404,0.000996415,0.001001652,-3.52E-05,-0.336200773
172,172,5960,8966,1.504362416,0.002187869,0.002285205,0.00166967,4935,5541,1.122796353,0.002167697,0.002182952,0.001653978,2.02E-05,0.000102253,1.57E-05,-0.236092921
173,173,4143,6430,1.552015448,0.001520863,0.001638843,0.00172256,3127,3688,1.179405181,0.001373533,0.001452938,0.001737368,0.000147329,0.000185905,-1.48E-05,-0.271002174
174,174,8766,12864,1.467488022,0.003217929,0.003278705,0.001628744,6635,7515,1.132629992,0.002914421,0.002960636,0.001668464,0.000303508,0.000318069,-3.97E-05,-0.262476078
175,175,17825,24578,1.37884993,0.006543417,0.006264305,0.001530366,12879,13890,1.078499884,0.005657095,0.005472153,0.001588726,0.000886321,0.000792151,-5.84E-05,-0.277841323
176,176,9857,14080,1.428426499,0.003618427,0.003588633,0.00158539,6397,7324,1.144911677,0.00280988,0.002885389,0.001686556,0.000808547,0.000703244,-0.000101166,-0.315641936
177,177,6110,9126,1.493617021,0.002242933,0.002325984,0.001657744,3361,3732,1.110383814,0.001476318,0.001470272,0.001635693,0.000766615,0.000855713,2.21E-05,-0.419505366
178,178,7332,9899,1.350109111,0.002691519,0.002523002,0.001498467,6491,7131,1.098598059,0.002851169,0.002809354,0.001618332,-0.00015965,-0.000286352,-0.000119865,-0.1625367
179,179,6699,10301,1.537692193,0.00245915,0.002625462,0.001706662,4527,5240,1.157499448,0.001988483,0.002064369,0.001705099,0.000470667,0.000561093,1.56E-06,-0.32565472
180,180,353,479,1.35694051,0.000129584,0.000122085,0.001506049,334,355,1.062874251,0.000146709,0.000139857,0.001565708,-1.71E-05,-1.78E-05,-5.97E-05,-0.148681055
181,181,9624,12382,1.286575229,0.003532894,0.003155856,0.001427951,7271,7946,1.092834548,0.003193784,0.003130434,0.001609842,0.000339111,2.54E-05,-0.00018189,-0.218221173
182,182,5605,8420,1.502230152,0.002057551,0.002146043,0.001667304,3738,4206,1.125200642,0.001641915,0.001657011,0.00165752,0.000415636,0.000489032,9.78E-06,-0.333755742
183,183,5444,10985,2.017817781,0.001998449,0.002799796,0.002239547,2731,3349,1.226290736,0.001199591,0.001319384,0.001806434,0.000798859,0.001480412,0.000433112,-0.532719408
184,184,2609,5293,2.028746646,0.000957743,0.001349051,0.002251677,1481,1794,1.211343687,0.000650529,0.000706771,0.001784416,0.000307215,0.00064228,0.000467261,-0.493720897
185,185,1842,3397,1.844191097,0.000676184,0.000865809,0.002046841,1128,1360,1.205673759,0.000495474,0.00053579,0.001776064,0.00018071,0.000330018,0.000270777,-0.428211057
186,186,5348,7891,1.475504862,0.001963209,0.002011214,0.001637642,3515,3803,1.081934566,0.001543962,0.001498243,0.001593785,0.000419246,0.000512971,4.39E-05,-0.349580982
187,187,4725,7298,1.544550265,0.00173451,0.001860074,0.001714274,3270,3607,1.103058104,0.001436346,0.001421026,0.001624902,0.000298164,0.000439047,8.94E-05,-0.338468592
188,188,12329,17830,1.446183794,0.004525879,0.004544412,0.001605099,7069,7744,1.095487339,0.003105055,0.003050854,0.00161375,0.001420823,0.001493558,-8.65E-06,-0.394384922
189,189,4903,7961,1.623699776,0.001799853,0.002029056,0.001802121,2905,3346,1.151807229,0.00127602,0.001318202,0.001696714,0.000523833,0.000710854,0.000105407,-0.408154241
190,190,631,1216,1.927099842,0.000231635,0.000309927,0.00213886,375,408,1.088,0.000164719,0.000160737,0.00160272,6.69E-05,0.00014919,0.00053614,-0.497536946
191,191,8285,13383,1.615328908,0.003041358,0.003410985,0.00179283,7116,7589,1.066469927,0.0031257,0.002989789,0.001571004,-8.43E-05,0.000421196,0.000221826,-0.276273126
192,192,1523,2327,1.52790545,0.000559081,0.000593093,0.0016958,1405,1650,1.174377224,0.000617146,0.00065004,0.001729961,-5.81E-05,-5.69E-05,-3.42E-05,-0.170228816
193,193,1414,1994,1.410183876,0.000519068,0.00050822,0.001565143,1179,1329,1.127226463,0.000517875,0.000523578,0.001660504,1.19E-06,-1.54E-05,-9.54E-05,-0.200120373
194,194,8669,12332,1.422540085,0.003182321,0.003143112,0.001578857,5540,6133,1.107039711,0.002433443,0.002416178,0.001630767,0.000748879,0.000726934,-5.19E-05,-0.33571622
195,195,5295,8816,1.66496695,0.001943753,0.002246973,0.001847923,3370,3978,1.18041543,0.001480271,0.001567187,0.001738856,0.000463482,0.000679786,0.000109067,-0.378146006
196,196,1198,1993,1.66360601,0.000439776,0.000507965,0.001846412,593,661,1.114671164,0.000260475,0.00026041,0.001642009,0.000179301,0.000247555,0.000204403,-0.501883949
197,197,6689,11424,1.707878607,0.002455479,0.002911686,0.00189555,3106,3648,1.174500966,0.001364309,0.001437179,0.001730144,0.00109117,0.001474507,0.000165406,-0.515923567
198,198,3370,5428,1.610682493,0.0012371,0.001383459,0.001787673,1975,2155,1.091139241,0.000867518,0.000848991,0.001607344,0.000369582,0.000534467,0.000180329,-0.431623368
199,199,976,1315,1.347336066,0.000358282,0.00033516,0.001495389,687,737,1.072780204,0.000301764,0.000290351,0.0015803,5.65E-05,4.48E-05,-8.49E-05,-0.281676413
200,200,573,710,1.239092496,0.000210344,0.000180961,0.001375251,410,435,1.06097561,0.000180092,0.000171374,0.001562911,3.03E-05,9.59E-06,-0.00018766,-0.240174672
201,201,3111,4845,1.557377049,0.001142024,0.001234867,0.00172851,1564,1768,1.130434783,0.000686986,0.000696528,0.00166523,0.000455037,0.000538339,6.33E-05,-0.46529563
202,202,3353,4856,1.448255294,0.00123086,0.00123767,0.001607398,1796,2038,1.134743875,0.000788892,0.000802898,0.001671578,0.000441968,0.000434773,-6.42E-05,-0.408761242
203,203,3775,6365,1.686092715,0.001385773,0.001622276,0.00187137,3185,3495,1.09733124,0.00139901,0.001376903,0.001616466,-1.32E-05,0.000245373,0.000254904,-0.291075051
204,204,5762,9532,1.654286706,0.002115185,0.002429463,0.001836069,3240,3743,1.155246914,0.001423169,0.001474606,0.001701781,0.000692016,0.000954858,0.000134288,-0.436082863
205,205,3576,6654,1.860738255,0.001312721,0.001695935,0.002065207,2048,2476,1.208984375,0.000899583,0.000975454,0.001780941,0.000413138,0.000720481,0.000284266,-0.457612267
206,206,4388,6782,1.545578851,0.0016108,0.001728559,0.001715416,2664,3050,1.144894895,0.001170161,0.001201589,0.001686531,0.000440639,0.00052697,2.89E-05,-0.379576892
207,207,4283,5189,1.211533972,0.001572255,0.001322544,0.001344664,16379,17043,1.040539715,0.007194469,0.00671432,0.001532807,-0.005622213,-0.005391777,-0.000188143,0.533195394
208,208,8087,11729,1.450352417,0.002968674,0.002989423,0.001609725,4855,5558,1.144799176,0.002132557,0.002189649,0.00168639,0.000836117,0.000799773,-7.67E-05,-0.356973448
209,209,6073,9354,1.540260168,0.00222935,0.002384096,0.001709513,4183,4679,1.118575185,0.001837381,0.001843355,0.00164776,0.000391969,0.00054074,6.18E-05,-0.333143305
210,210,2559,3501,1.368112544,0.000939389,0.000892316,0.001518448,1569,1727,1.100701083,0.000689183,0.000680375,0.00162143,0.000250206,0.000211941,-0.000102981,-0.339326702
211,211,6047,9575,1.5834298,0.002219806,0.002440423,0.001757426,4301,5115,1.189258312,0.001889212,0.002015123,0.001751882,0.000330593,0.0004253,5.54E-06,-0.303607897
212,212,2364,3884,1.642978003,0.000867806,0.000989932,0.001823518,2686,2950,1.098287416,0.001179824,0.001162192,0.001617874,-0.000312019,-0.00017226,0.000205643,-0.136669593
213,213,1568,2621,1.671556122,0.0005756,0.000668026,0.001855236,918,1101,1.199346405,0.000403231,0.000433754,0.001766743,0.000172369,0.000234272,8.85E-05,-0.40838259
214,214,2839,4295,1.51285664,0.001042174,0.001094686,0.001679098,1821,1987,1.091158704,0.000799873,0.000782806,0.001607373,0.000242301,0.00031188,7.17E-05,-0.367398918
215,215,2502,4042,1.615507594,0.000918464,0.001030203,0.001793029,1391,1676,1.204888569,0.000610996,0.000660283,0.001774907,0.000307468,0.00036992,1.81E-05,-0.413781042
216,216,1627,2201,1.352796558,0.000597259,0.000560979,0.001501449,870,953,1.095402299,0.000382147,0.000375447,0.001613624,0.000215112,0.000185531,-0.000112175,-0.395688015
217,217,10100,15707,1.555148515,0.00370763,0.004003313,0.001726037,6760,7587,1.122337278,0.002969327,0.002989001,0.001653302,0.000738303,0.001014312,7.27E-05,-0.348587619
218,218,5801,8383,1.445095673,0.002129501,0.002136613,0.001603891,4041,4594,1.136847315,0.001775008,0.001809868,0.001674676,0.000354494,0.000326744,-7.08E-05,-0.291978115
219,219,6061,8309,1.370895892,0.002224945,0.002117752,0.001521538,5035,5539,1.100099305,0.002211622,0.002182164,0.001620543,1.33E-05,-6.44E-05,-9.90E-05,-0.200028885
220,220,4671,7559,1.618283023,0.001714687,0.001926596,0.001796109,3362,3744,1.113622844,0.001476757,0.001474999,0.001640465,0.00023793,0.000451597,0.000155644,-0.337521012
221,221,8409,13198,1.56950886,0.003086877,0.003363833,0.001741975,5297,5996,1.131961488,0.002326705,0.002362205,0.001667479,0.000760172,0.001001628,7.45E-05,-0.375221423
222,222,2770,4596,1.659205776,0.001016845,0.001171403,0.001841529,2300,2599,1.13,0.001010274,0.001023911,0.00166459,6.57E-06,0.000147492,0.000176939,-0.277553857
223,223,6482,9655,1.489509411,0.002379491,0.002460813,0.001653185,4499,5218,1.159813292,0.001976184,0.002055702,0.001708507,0.000403307,0.000405111,-5.53E-05,-0.298325825
224,224,3617,5583,1.543544374,0.001327772,0.001422964,0.001713158,2147,2448,1.140195622,0.000943069,0.000964423,0.001679609,0.000384703,0.000458541,3.35E-05,-0.390362346
225,225,6713,9513,1.417101147,0.002464289,0.002424621,0.00157282,5131,5789,1.128240109,0.00225379,0.002280655,0.001661997,0.0002105,0.000143966,-8.92E-05,-0.24336688
226,226,4317,7820,1.811443132,0.001584737,0.001993118,0.002010495,2328,2713,1.165378007,0.001022573,0.001068823,0.001716705,0.000562164,0.000924295,0.00029379,-0.484857116
227,227,2694,3683,1.367112101,0.000988946,0.000938703,0.001517338,2090,2216,1.060287081,0.000918032,0.000873023,0.001561896,7.09E-05,6.57E-05,-4.46E-05,-0.248686218
228,228,4917,8794,1.788488916,0.001804992,0.002241366,0.001985018,2167,2621,1.20950623,0.000951854,0.001032578,0.001781709,0.000853138,0.001208788,0.000203309,-0.540779676
229,229,4113,6691,1.626793095,0.00150985,0.001705365,0.001805554,2626,3162,1.204112719,0.001153469,0.001245713,0.001773764,0.00035638,0.000459652,3.18E-05,-0.358165026
230,230,4767,8824,1.851059366,0.001749928,0.002249012,0.002054464,2017,2386,1.182944968,0.000885966,0.000939997,0.001742582,0.000863962,0.001309015,0.000311882,-0.574308653
231,231,4535,7392,1.629988975,0.001664763,0.001884032,0.001809101,2006,2347,1.16999003,0.000881135,0.000924632,0.001723499,0.000783628,0.0009594,8.56E-05,-0.518020331
232,232,2406,3932,1.634247714,0.000883224,0.001002166,0.001813828,1524,1892,1.241469816,0.000669416,0.000745379,0.001828795,0.000213807,0.000256787,-1.50E-05,-0.350274725
233,233,2705,4940,1.826247689,0.000992984,0.00125908,0.002026926,1808,2023,1.118915929,0.000794163,0.000796988,0.001648262,0.000198821,0.000462092,0.000378664,-0.418928623
234,234,4102,7861,1.916382253,0.001505812,0.002003568,0.002126965,1823,2119,1.16236972,0.000800752,0.000834809,0.001712273,0.00070506,0.00116876,0.000414692,-0.575350701
235,235,13585,18696,1.376223776,0.004986946,0.004765133,0.001527451,9348,10384,1.110825845,0.004106105,0.004090917,0.001636345,0.000880841,0.000674216,-0.000108894,-0.285832187
236,236,7231,11482,1.587885493,0.002654443,0.002926469,0.001762371,3838,4522,1.178217822,0.00168584,0.001781503,0.001735619,0.000968603,0.001144966,2.68E-05,-0.434891277
237,237,4665,8438,1.808788853,0.001712485,0.002150631,0.002007549,2088,2543,1.217911877,0.000917153,0.001001849,0.001794092,0.000795332,0.001148782,0.000213457,-0.536836354
238,238,6379,9455,1.482207243,0.002341681,0.002409838,0.00164508,4003,4632,1.157132151,0.001758316,0.001824839,0.001704558,0.000583364,0.000584999,-5.95E-05,-0.3423724
239,239,9546,13073,1.369474125,0.003504261,0.003331974,0.00151996,6698,7318,1.092564945,0.002942094,0.002883025,0.001609445,0.000562167,0.000448949,-8.95E-05,-0.282232357
240,240,3953,5953,1.505944852,0.001451115,0.001517268,0.001671427,2585,2950,1.141199226,0.00113546,0.001162192,0.001681087,0.000315655,0.000355075,-9.66E-06,-0.337302033
241,241,4653,7445,1.600042983,0.00170808,0.00189754,0.001775865,2530,2887,1.141106719,0.001111301,0.001137373,0.001680951,0.000596778,0.000760168,9.49E-05,-0.441153697
242,242,6487,11155,1.719593032,0.002381326,0.002843125,0.001908552,6502,7344,1.129498616,0.002856001,0.002893268,0.001663851,-0.000474674,-5.01E-05,0.0002447,-0.206011136
243,243,4796,9117,1.900959133,0.001760574,0.002323691,0.002109847,2601,3126,1.201845444,0.001142488,0.00123153,0.001770424,0.000618086,0.001092161,0.000339423,-0.489340848
244,244,1134,1780,1.569664903,0.000416282,0.000453677,0.001742148,736,811,1.101902174,0.000323288,0.000319504,0.001623199,9.30E-05,0.000134172,0.000118949,-0.373986878
245,245,2163,4445,2.055016181,0.00079402,0.001132917,0.002280833,914,1139,1.246170678,0.000401474,0.000448724,0.001835719,0.000392546,0.000684193,0.000445113,-0.592048711
246,246,1288,2102,1.631987578,0.000472815,0.000535746,0.00181132,687,794,1.155749636,0.000301764,0.000312807,0.001702521,0.00017105,0.000222939,0.000108798,-0.451657459
247,247,7540,10540,1.397877984,0.002767874,0.002686377,0.001551485,5421,6166,1.137428519,0.002381172,0.002429179,0.001675533,0.000386702,0.000257198,-0.000124048,-0.2618221
248,248,6321,9167,1.450245214,0.002320389,0.002336434,0.001609606,3659,4097,1.119704837,0.001607214,0.001614069,0.001649424,0.000713175,0.000722366,-3.98E-05,-0.382237636
249,249,11615,16020,1.379250969,0.004263775,0.004083089,0.001530811,7512,8487,1.129792332,0.003299643,0.003343569,0.001664284,0.000964132,0.000739521,-0.000133473,-0.307381564
250,250,4142,6641,1.603331724,0.001520495,0.001692621,0.001779515,4069,4469,1.098304252,0.001787307,0.001760623,0.001617899,-0.000266811,-6.80E-05,0.000161616,-0.19549955
251,251,10250,14231,1.388390244,0.003762694,0.003627119,0.001540954,6573,7161,1.089456869,0.002887188,0.002821173,0.001604866,0.000875507,0.000805946,-6.39E-05,-0.330497382
252,252,2320,3636,1.567241379,0.000851654,0.000926724,0.001739459,1931,2219,1.14914552,0.000848191,0.000874205,0.001692793,3.46E-06,5.25E-05,4.67E-05,-0.242015371
253,253,3502,5862,1.673900628,0.001285557,0.001494074,0.001857838,1927,2299,1.193046186,0.000846434,0.000905722,0.001757462,0.000439123,0.000588352,0.000100376,-0.436588653
254,254,6429,9372,1.457769482,0.002360035,0.002388684,0.001617957,3432,3783,1.102272727,0.001507505,0.001490364,0.001623745,0.000852531,0.00089832,-5.79E-06,-0.424857469
255,255,4920,8486,1.724796748,0.001806093,0.002162865,0.001914327,2501,3062,1.224310276,0.001098563,0.001206316,0.001803517,0.00070753,0.000956548,0.00011081,-0.469691722
256,256,4225,7936,1.878343195,0.001550964,0.002022684,0.002084746,1745,2269,1.300286533,0.000766491,0.000893903,0.001915437,0.000784474,0.001128781,0.000169309,-0.555316022
257,257,4156,6426,1.546198268,0.001525635,0.001637823,0.001716103,2011,2270,1.128791646,0.000883331,0.000894297,0.00166281,0.000642304,0.000743526,5.33E-05,-0.477920883
258,258,6388,9222,1.443644333,0.002344984,0.002350452,0.00160228,4033,4468,1.107860154,0.001771494,0.001760229,0.001631976,0.000573491,0.000590223,-2.97E-05,-0.347260774
259,259,7808,16131,2.065957992,0.002866255,0.00411138,0.002292977,3640,4219,1.159065934,0.001598868,0.001662132,0.001707406,0.001267387,0.002449248,0.000585571,-0.585356265
260,260,11490,15675,1.364229765,0.004217888,0.003995157,0.001514139,9646,10761,1.115591955,0.004237002,0.004239442,0.001643365,-1.91E-05,-0.000244284,-0.000129226,-0.185882887
261,261,5080,8653,1.703346457,0.001864828,0.002205429,0.00189052,4087,4630,1.132860289,0.001795213,0.001824051,0.001668803,6.96E-05,0.000381378,0.000221717,-0.302868328
262,262,4405,7827,1.776844495,0.001617041,0.001994903,0.001972094,2977,3423,1.14981525,0.001307646,0.001348537,0.001693779,0.000309395,0.000646365,0.000278315,-0.391466667
263,263,3057,4929,1.612365064,0.001122201,0.001256276,0.001789541,1995,2332,1.168922306,0.000876303,0.000918723,0.001721926,0.000245898,0.000337553,6.76E-05,-0.357664234
264,264,1165,1888,1.620600858,0.000427662,0.000481203,0.001798682,754,832,1.103448276,0.000331194,0.000327778,0.001625477,9.65E-05,0.000153425,0.000173205,-0.388235294
265,265,1815,2585,1.424242424,0.000666272,0.000658851,0.001580746,1308,1422,1.087155963,0.000574538,0.000560216,0.001601477,9.17E-05,9.86E-05,-2.07E-05,-0.290242076
266,266,2664,3801,1.426801802,0.000977933,0.000968778,0.001583587,1130,1309,1.15840708,0.000496352,0.000515698,0.001706436,0.000481581,0.00045308,-0.000122849,-0.487671233
267,267,4032,6863,1.702132937,0.001480115,0.001749204,0.001889173,1920,2314,1.205208333,0.000843359,0.000911632,0.001775378,0.000636756,0.000837572,0.000113795,-0.495695761
268,268,10100,13875,1.373762376,0.00370763,0.003536383,0.001524719,8248,9188,1.113967022,0.003622931,0.003619737,0.001640972,8.47E-05,-8.34E-05,-0.000116253,-0.203225946
269,269,1802,3172,1.760266371,0.0006615,0.000808462,0.001953694,1360,1623,1.193382353,0.000597379,0.000639403,0.001757958,6.41E-05,0.000169059,0.000195737,-0.323044838
270,270,2825,4826,1.708318584,0.001037035,0.001230024,0.001896038,1768,2092,1.183257919,0.000776593,0.000824172,0.001743043,0.000260442,0.000405853,0.000152995,-0.395200925
271,271,5362,9130,1.702722865,0.001968348,0.002327004,0.001889828,2269,2682,1.18201851,0.000996657,0.00105661,0.001741218,0.000971691,0.001270394,0.00014861,-0.54588554
272,272,4170,7675,1.840527578,0.001530774,0.001956162,0.002042775,1887,2453,1.299947006,0.000828864,0.000966393,0.001914937,0.00070191,0.000989769,0.000127838,-0.515600316
273,273,3443,5029,1.460644787,0.001263898,0.001281764,0.001621149,3051,3348,1.097345133,0.00134015,0.00131899,0.001616486,-7.63E-05,-3.72E-05,4.66E-06,-0.200668497
274,274,2170,3331,1.535023041,0.00079659,0.000848987,0.0017037,1267,1523,1.202052092,0.000556529,0.000600006,0.001770729,0.000240061,0.00024898,-6.70E-05,-0.372476308
275,275,11444,15763,1.377403006,0.004201002,0.004017586,0.00152876,7330,8012,1.093042292,0.003219699,0.003156436,0.001610148,0.000981303,0.000861151,-8.14E-05,-0.326014721
276,276,1575,1968,1.24952381,0.00057817,0.000501593,0.001386828,1388,1480,1.066282421,0.000609678,0.000583066,0.001570728,-3.15E-05,-8.15E-05,-0.0001839,-0.141531323
277,277,2939,5349,1.820006805,0.001078884,0.001363324,0.002019999,2206,2704,1.22574796,0.000968985,0.001065277,0.001805635,0.000109899,0.000298046,0.000214364,-0.328449025
278,278,5751,9995,1.737958616,0.002111147,0.00254747,0.001928935,3369,3873,1.149599288,0.001479832,0.001525821,0.001693461,0.000631315,0.00102165,0.000235474,-0.441447938
279,279,4360,6500,1.490825688,0.001600522,0.001656684,0.001654646,2941,3340,1.13566814,0.001291833,0.001315838,0.001672939,0.000308689,0.000340846,-1.83E-05,-0.321138211
280,280,4403,7795,1.770383829,0.001616307,0.001986747,0.001964924,1742,1966,1.12858783,0.000765173,0.000774532,0.001662509,0.000851134,0.001212214,0.000302414,-0.597172421
281,281,5140,6929,1.348054475,0.001886853,0.001766025,0.001496186,3479,3777,1.085656798,0.001528149,0.001488,0.001599268,0.000358704,0.000278025,-0.000103082,-0.294414347
282,282,6131,9447,1.540857935,0.002250642,0.002407799,0.001710176,4109,4503,1.095887077,0.001804877,0.001774018,0.001614338,0.000445765,0.000633781,9.58E-05,-0.354408602
283,283,1341,2249,1.677106637,0.000492271,0.000573213,0.001861397,701,761,1.085592011,0.000307914,0.000299806,0.001599173,0.000184357,0.000273406,0.000262224,-0.494352159
284,284,2260,3386,1.498230088,0.000829628,0.000863005,0.001662864,1268,1383,1.090694006,0.000556968,0.000544852,0.001606689,0.00027266,0.000318153,5.62E-05,-0.420004194
285,285,2160,3740,1.731481481,0.000792919,0.000953231,0.001921746,1365,1640,1.201465201,0.000599576,0.0006461,0.001769864,0.000193343,0.00030713,0.000151882,-0.390334572
286,286,1345,2050,1.524163569,0.000493739,0.000522493,0.001691647,957,1110,1.159874608,0.000420362,0.0004373,0.001708598,7.34E-05,8.52E-05,-1.70E-05,-0.297468354
287,287,3620,6824,1.885082873,0.001328873,0.001739263,0.002092226,1653,1959,1.185117967,0.00072608,0.000771775,0.001745783,0.000602794,0.000967489,0.000346443,-0.553910964
288,288,5199,8226,1.582227351,0.001908512,0.002096597,0.001756091,2163,2539,1.17383264,0.000950097,0.001000273,0.001729159,0.000958415,0.001096324,2.69E-05,-0.528286112
289,289,4893,8556,1.748620478,0.001796182,0.002180706,0.001940769,3947,4369,1.106916646,0.001733718,0.001721227,0.001630586,6.25E-05,0.000459479,0.000310183,-0.323945841
290,290,6158,9860,1.601169211,0.002260553,0.002513062,0.001777115,3865,4511,1.167141009,0.0016977,0.001777169,0.001719302,0.000562854,0.000735893,5.78E-05,-0.372207919
291,291,5953,10193,1.712245926,0.002185299,0.002597936,0.001900397,2693,3141,1.166357222,0.001182899,0.001237439,0.001718147,0.0010024,0.001360496,0.00018225,-0.528873556
292,292,3608,5429,1.504711752,0.001324468,0.001383714,0.001670058,2390,2714,1.135564854,0.001049807,0.001069217,0.001672787,0.000274662,0.000314496,-2.73E-06,-0.333415203
293,293,1500,2303,1.535333333,0.000550638,0.000586976,0.001704044,1444,1580,1.094182825,0.000634276,0.000622462,0.001611828,-8.36E-05,-3.55E-05,9.22E-05,-0.18619624
