id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
1,0.304597701,0.278735632,0.224137931,0.149425287,0.146551724,0.114942529,0.106321839,0.109195402,0.152298851,0.201149425,0.24137931,0.333333333,0.336206897,0.477011494,0.563218391,0.568965517,0.568965517,0.614942529,0.58908046,0.652298851,0.747126437,0.477011494,0.497126437,0.422413793,0.350574713,0.316091954,0.215517241,0.186781609,0.163793103,0.149425287,0.149425287,0.16091954,0.186781609,0.227011494,0.298850575,0.356321839,0.425287356,0.494252874,0.522988506,0.528735632,0.566091954,0.545977011,0.531609195,0.474137931,0.566091954,0.451149425,0.422413793,0.431034483,0.356321839,0.238505747,0.189655172,0.175287356,0.152298851,0.140804598,0.129310345,0.135057471,0.163793103,0.206896552,0.281609195,0.324712644,0.376436782,0.41091954,0.522988506,0.554597701,0.626436782,0.548850575,0.551724138,0.545977011,0.514367816,0.436781609,0.433908046,0.362068966,0.370689655,0.252873563,0.172413793,0.137931034,0.152298851,0.120689655,0.117816092,0.117816092,0.152298851,0.247126437,0.295977011,0.367816092,0.459770115,0.554597701,0.568965517,0.58908046,0.591954023,0.626436782,0.672413793,0.663793103,0.614942529,0.522988506,0.456896552,0.405172414,0.33908046,0.270114943,0.227011494,0.192528736,0.16954023,0.155172414,0.163793103,0.16091954,0.186781609,0.25,0.318965517,0.390804598,0.488505747,0.560344828,0.643678161,0.594827586,0.646551724,0.637931034,0.58045977,0.663793103,0.649425287,0.545977011,0.505747126,0.479885057,0.416666667,0.310344828,0.25,0.212643678,0.16954023,0.155172414,0.137931034,0.146551724,0.172413793,0.25862069,0.382183908,0.49137931,0.643678161,0.775862069,0.945402299,0.971264368,1,0.956896552,0.784482759,0.75,0.724137931,0.609195402,0.551724138,0.497126437,0.477011494,0.379310345,0.252873563,0.227011494,0.206896552,0.17816092,0.16954023,0.152298851,0.181034483,0.227011494,0.333333333,0.454022989,0.548850575,0.683908046,0.810344828,0.813218391,0.744252874,0.74137931,0.732758621,0.609195402,0.531609195,0.445402299,0.41954023,0.364942529
2,0.630573248,0.49044586,0.210191083,0.114649682,0.089171975,0.114649682,0.076433121,0.076433121,0.184713376,0.203821656,0.292993631,0.420382166,0.47133758,0.611464968,0.859872611,0.694267516,0.751592357,0.821656051,0.828025478,1,0.828025478,0.751592357,0.585987261,0.617834395,0.547770701,0.515923567,0.27388535,0.222929936,0.152866242,0.159235669,0.114649682,0.178343949,0.210191083,0.382165605,0.439490446,0.560509554,0.789808917,0.757961783,0.853503185,0.961783439,0.847133758,0.757961783,0.853503185,0.738853503,0.76433121,0.681528662,0.522292994,0.566878981,0.585987261,0.350318471,0.280254777,0.171974522,0.127388535,0.127388535,0.140127389,0.171974522,0.242038217,0.369426752,0.388535032,0.560509554,0.681528662,0.904458599,0.891719745,0.808917197,0.847133758,0.878980892,0.828025478,0.910828025,0.802547771,0.789808917,0.643312102,0.605095541,0.573248408,0.420382166,0.261146497,0.203821656,0.114649682,0.127388535,0.121019108,0.121019108,0.184713376,0.27388535,0.331210191,0.464968153,0.598726115,0.592356688,0.656050955,0.700636943,0.662420382,0.694267516,0.662420382,0.732484076,0.675159236,0.662420382,0.617834395,0.598726115,0.503184713,0.414012739,0.27388535,0.146496815,0.095541401,0.095541401,0.070063694,0.165605096,0.127388535,0.27388535,0.299363057,0.452229299,0.624203822,0.617834395,0.681528662,0.796178344,0.713375796,0.72611465,0.579617834,0.643312102,0.630573248,0.598726115,0.630573248,0.624203822,0.49044586,0.356687898,0.210191083,0.191082803,0.133757962,0.063694268,0.063694268,0.114649682,0.152866242,0.23566879,0.331210191,0.515923567,0.687898089,0.878980892,0.891719745,0.949044586,0.808917197,0.866242038,0.770700637,0.866242038,0.770700637,0.738853503,0.789808917,0.617834395,0.611464968,0.401273885,0.280254777,0.146496815,0.127388535,0.127388535,0.114649682,0.127388535,0.140127389,0.203821656,0.439490446,0.464968153,0.656050955,0.777070064,0.777070064,0.675159236,0.630573248,0.707006369,0.675159236,0.687898089,0.707006369,0.694267516,0.713375796,0.605095541
3,0.268041237,0.154639175,0.175257732,0.113402062,0.092783505,0.092783505,0.082474227,0.134020619,0.082474227,0.257731959,0.350515464,0.288659794,0.484536082,0.536082474,0.701030928,0.711340206,0.711340206,0.711340206,0.546391753,0.742268041,0.505154639,0.505154639,0.567010309,0.463917526,0.402061856,0.329896907,0.288659794,0.144329897,0.144329897,0.134020619,0.113402062,0.164948454,0.226804124,0.391752577,0.494845361,0.711340206,0.659793814,0.804123711,0.721649485,1,0.969072165,0.917525773,0.75257732,0.824742268,0.577319588,0.515463918,0.474226804,0.381443299,0.340206186,0.268041237,0.24742268,0.175257732,0.206185567,0.154639175,0.154639175,0.195876289,0.206185567,0.350515464,0.556701031,0.793814433,0.907216495,0.855670103,0.783505155,0.670103093,0.87628866,0.742268041,0.690721649,0.721649485,0.577319588,0.412371134,0.443298969,0.329896907,0.319587629,0.206185567,0.18556701,0.144329897,0.134020619,0.154639175,0.164948454,0.154639175,0.18556701,0.268041237,0.484536082,0.432989691,0.773195876,0.639175258,0.721649485,0.783505155,0.670103093,0.474226804,0.628865979,0.474226804,0.546391753,0.288659794,0.329896907,0.329896907,0.237113402,0.154639175,0.082474227,0.051546392,0.072164948,0.06185567,0.041237113,0.06185567,0.092783505,0.237113402,0.371134021,0.443298969,0.505154639,0.577319588,0.804123711,0.474226804,0.587628866,0.587628866,0.546391753,0.371134021,0.340206186,0.298969072,0.288659794,0.226804124,0.257731959,0.144329897,0.113402062,0.154639175,0.092783505,0.06185567,0.051546392,0.030927835,0.072164948,0.113402062,0.226804124,0.391752577,0.536082474,0.670103093,0.659793814,0.701030928,0.659793814,0.546391753,0.402061856,0.350515464,0.257731959,0.309278351,0.288659794,0.226804124,0.237113402,0.195876289,0.092783505,0.092783505,0.082474227,0.072164948,0.06185567,0.092783505,0.041237113,0.144329897,0.134020619,0.278350515,0.525773196,0.546391753,0.525773196,0.556701031,0.525773196,0.597938144,0.484536082,0.453608247,0.402061856,0.329896907,0.371134021,0.18556701
4,0.521126761,0.361502347,0.225352113,0.164319249,0.122065728,0.145539906,0.117370892,0.126760563,0.178403756,0.23943662,0.305164319,0.497652582,0.666666667,0.755868545,0.676056338,0.65258216,0.690140845,0.774647887,0.708920188,0.807511737,0.779342723,0.65258216,0.718309859,0.624413146,0.497652582,0.492957746,0.295774648,0.286384977,0.281690141,0.230046948,0.187793427,0.215962441,0.253521127,0.323943662,0.375586854,0.469483568,0.563380282,0.577464789,0.737089202,0.671361502,0.671361502,0.643192488,0.638497653,0.779342723,0.727699531,0.694835681,0.647887324,0.55399061,0.530516432,0.389671362,0.258215962,0.211267606,0.187793427,0.178403756,0.192488263,0.20657277,0.23943662,0.267605634,0.34741784,0.483568075,0.511737089,0.600938967,0.657276995,0.676056338,0.624413146,0.732394366,0.605633803,0.746478873,0.704225352,0.751173709,0.610328638,0.643192488,0.441314554,0.356807512,0.248826291,0.23943662,0.17370892,0.183098592,0.159624413,0.178403756,0.211267606,0.244131455,0.305164319,0.478873239,0.568075117,0.605633803,0.582159624,0.676056338,0.671361502,0.657276995,0.610328638,0.713615023,0.727699531,0.638497653,0.58685446,0.535211268,0.460093897,0.361502347,0.230046948,0.187793427,0.159624413,0.154929577,0.154929577,0.150234742,0.201877934,0.300469484,0.295774648,0.38028169,0.525821596,0.61971831,0.727699531,0.737089202,0.784037559,0.802816901,0.784037559,0.727699531,0.65258216,0.704225352,0.751173709,0.713615023,0.441314554,0.394366197,0.23943662,0.220657277,0.17370892,0.164319249,0.14084507,0.150234742,0.215962441,0.220657277,0.408450704,0.577464789,0.802816901,1,0.906103286,0.981220657,0.962441315,0.863849765,0.82629108,0.854460094,0.943661972,0.798122066,0.741784038,0.596244131,0.544600939,0.389671362,0.291079812,0.201877934,0.192488263,0.17370892,0.183098592,0.17370892,0.169014085,0.286384977,0.41314554,0.699530516,0.76056338,0.845070423,0.901408451,0.962441315,0.788732394,0.718309859,0.643192488,0.661971831,0.807511737,0.76056338,0.577464789,0.605633803
5,0.237442922,0.182648402,0.132420091,0.132420091,0.105022831,0.114155251,0.100456621,0.150684932,0.159817352,0.283105023,0.333333333,0.438356164,0.534246575,0.707762557,0.858447489,0.721461187,0.789954338,0.817351598,0.630136986,0.502283105,0.424657534,0.474885845,0.397260274,0.410958904,0.360730594,0.292237443,0.255707763,0.205479452,0.182648402,0.182648402,0.191780822,0.214611872,0.219178082,0.301369863,0.461187215,0.506849315,0.625570776,0.840182648,0.817351598,0.908675799,0.872146119,0.808219178,0.712328767,0.529680365,0.547945205,0.433789954,0.392694064,0.433789954,0.360730594,0.333333333,0.246575342,0.219178082,0.223744292,0.214611872,0.219178082,0.214611872,0.260273973,0.388127854,0.470319635,0.484018265,0.684931507,0.762557078,0.922374429,0.876712329,0.748858447,0.840182648,0.735159817,0.502283105,0.547945205,0.484018265,0.433789954,0.406392694,0.319634703,0.269406393,0.210045662,0.200913242,0.205479452,0.196347032,0.205479452,0.196347032,0.237442922,0.342465753,0.447488584,0.511415525,0.671232877,0.922374429,0.98630137,0.867579909,0.97716895,0.890410959,0.789954338,0.538812785,0.598173516,0.543378995,0.515981735,0.438356164,0.438356164,0.310502283,0.242009132,0.232876712,0.214611872,0.200913242,0.219178082,0.228310502,0.242009132,0.337899543,0.429223744,0.515981735,0.771689498,0.881278539,0.922374429,0.863013699,0.849315068,0.821917808,0.789954338,0.744292237,0.675799087,0.575342466,0.575342466,0.420091324,0.388127854,0.305936073,0.255707763,0.214611872,0.205479452,0.191780822,0.178082192,0.168949772,0.223744292,0.264840183,0.264840183,0.442922374,0.648401826,0.694063927,0.98173516,0.95890411,0.97260274,0.97260274,1,0.835616438,0.675799087,0.557077626,0.511415525,0.401826484,0.374429224,0.333333333,0.273972603,0.214611872,0.191780822,0.200913242,0.196347032,0.178082192,0.182648402,0.232876712,0.283105023,0.415525114,0.621004566,0.799086758,0.853881279,0.945205479,0.940639269,0.863013699,0.739726027,0.525114155,0.429223744,0.388127854,0.378995434,0.301369863
6,0.277966102,0.205084746,0.179661017,0.108474576,0.086440678,0.076271186,0.077966102,0.074576271,0.094915254,0.125423729,0.181355932,0.194915254,0.223728814,0.261016949,0.330508475,0.345762712,0.352542373,0.327118644,0.391525424,0.477966102,0.722033898,0.53559322,0.525423729,0.474576271,0.318644068,0.23220339,0.169491525,0.123728814,0.113559322,0.086440678,0.086440678,0.096610169,0.110169492,0.154237288,0.186440678,0.193220339,0.244067797,0.279661017,0.350847458,0.377966102,0.36779661,0.413559322,0.472881356,0.554237288,0.73220339,0.618644068,0.572881356,0.457627119,0.422033898,0.254237288,0.172881356,0.13220339,0.116949153,0.105084746,0.1,0.106779661,0.130508475,0.137288136,0.193220339,0.222033898,0.271186441,0.383050847,0.46779661,0.489830508,0.422033898,0.505084746,0.503389831,0.677966102,0.723728814,0.615254237,0.537288136,0.508474576,0.352542373,0.247457627,0.193220339,0.16440678,0.13559322,0.103389831,0.096610169,0.1,0.113559322,0.154237288,0.191525424,0.223728814,0.281355932,0.340677966,0.423728814,0.450847458,0.466101695,0.444067797,0.505084746,0.603389831,0.750847458,0.627118644,0.581355932,0.550847458,0.403389831,0.245762712,0.230508475,0.142372881,0.127118644,0.096610169,0.083050847,0.093220339,0.113559322,0.125423729,0.183050847,0.208474576,0.222033898,0.33559322,0.393220339,0.452542373,0.410169492,0.5,0.620338983,0.605084746,0.786440678,0.684745763,0.715254237,0.676271186,0.589830508,0.420338983,0.294915254,0.222033898,0.16440678,0.118644068,0.113559322,0.118644068,0.127118644,0.162711864,0.208474576,0.259322034,0.306779661,0.471186441,0.640677966,0.822033898,0.718644068,0.715254237,0.818644068,0.725423729,1,0.788135593,0.781355932,0.755932203,0.649152542,0.503389831,0.349152542,0.281355932,0.233898305,0.147457627,0.128813559,0.127118644,0.127118644,0.145762712,0.201694915,0.216949153,0.286440678,0.401694915,0.503389831,0.493220339,0.572881356,0.520338983,0.544067797,0.584745763,0.574576271,0.522033898,0.461016949,0.391525424
7,0.235632184,0.137931034,0.057471264,0.063218391,0.045977011,0.057471264,0.051724138,0.063218391,0.057471264,0.137931034,0.235632184,0.17816092,0.212643678,0.32183908,0.408045977,0.41954023,0.505747126,0.408045977,0.540229885,0.620689655,0.614942529,0.459770115,0.442528736,0.344827586,0.275862069,0.16091954,0.114942529,0.08045977,0.068965517,0.063218391,0.063218391,0.08045977,0.155172414,0.206896552,0.327586207,0.431034483,0.367816092,0.41954023,0.511494253,0.454022989,0.517241379,0.390804598,0.431034483,0.511494253,0.735632184,0.620689655,0.436781609,0.373563218,0.224137931,0.155172414,0.08045977,0.051724138,0.057471264,0.051724138,0.051724138,0.063218391,0.109195402,0.212643678,0.206896552,0.264367816,0.390804598,0.431034483,0.408045977,0.436781609,0.465517241,0.534482759,0.408045977,0.534482759,0.787356322,0.712643678,0.591954023,0.448275862,0.287356322,0.120689655,0.086206897,0.045977011,0.063218391,0.045977011,0.045977011,0.051724138,0.109195402,0.166666667,0.25862069,0.293103448,0.293103448,0.408045977,0.448275862,0.5,0.454022989,0.465517241,0.477011494,0.689655172,0.724137931,0.666666667,0.540229885,0.459770115,0.32183908,0.137931034,0.114942529,0.063218391,0.063218391,0.051724138,0.063218391,0.068965517,0.137931034,0.195402299,0.304597701,0.252873563,0.402298851,0.522988506,0.545977011,0.637931034,0.632183908,0.517241379,0.551724138,0.747126437,0.75862069,0.706896552,0.781609195,0.66091954,0.413793103,0.17816092,0.206896552,0.074712644,0.091954023,0.091954023,0.08045977,0.074712644,0.114942529,0.17816092,0.17816092,0.333333333,0.471264368,0.712643678,0.770114943,0.91954023,0.982758621,1,0.925287356,0.902298851,0.827586207,0.82183908,0.643678161,0.58045977,0.41954023,0.293103448,0.235632184,0.201149425,0.166666667,0.137931034,0.120689655,0.126436782,0.149425287,0.206896552,0.25862069,0.304597701,0.482758621,0.689655172,0.804597701,0.844827586,0.775862069,0.850574713,0.810344828,0.695402299,0.706896552,0.591954023,0.511494253,0.247126437
8,0.239795918,0.204081633,0.168367347,0.096938776,0.107142857,0.12244898,0.112244898,0.12755102,0.12755102,0.219387755,0.346938776,0.484693878,0.642857143,0.678571429,0.474489796,0.510204082,0.5,0.535714286,0.448979592,0.448979592,0.469387755,0.37244898,0.428571429,0.443877551,0.367346939,0.326530612,0.193877551,0.147959184,0.117346939,0.107142857,0.142857143,0.12755102,0.178571429,0.280612245,0.280612245,0.637755102,0.744897959,0.673469388,0.683673469,0.62755102,0.607142857,0.540816327,0.602040816,0.551020408,0.545918367,0.469387755,0.387755102,0.316326531,0.295918367,0.193877551,0.147959184,0.102040816,0.096938776,0.102040816,0.086734694,0.12244898,0.173469388,0.219387755,0.367346939,0.443877551,0.785714286,0.612244898,0.62755102,0.479591837,0.530612245,0.596938776,0.576530612,0.43877551,0.433673469,0.280612245,0.321428571,0.336734694,0.306122449,0.204081633,0.168367347,0.153061224,0.117346939,0.107142857,0.107142857,0.117346939,0.158163265,0.239795918,0.31122449,0.515306122,0.739795918,0.535714286,0.602040816,0.602040816,0.571428571,0.5,0.530612245,0.474489796,0.392857143,0.382653061,0.382653061,0.280612245,0.31122449,0.198979592,0.183673469,0.12244898,0.12244898,0.112244898,0.107142857,0.107142857,0.168367347,0.25,0.392857143,0.510204082,0.862244898,0.658163265,0.642857143,0.535714286,0.591836735,0.607142857,0.530612245,0.489795918,0.469387755,0.392857143,0.433673469,0.346938776,0.285714286,0.239795918,0.168367347,0.153061224,0.137755102,0.117346939,0.12244898,0.142857143,0.173469388,0.209183673,0.326530612,0.602040816,0.928571429,0.857142857,0.836734694,0.852040816,0.816326531,0.698979592,0.673469388,0.571428571,0.566326531,0.413265306,0.433673469,0.387755102,0.346938776,0.265306122,0.173469388,0.163265306,0.132653061,0.137755102,0.12755102,0.137755102,0.147959184,0.260204082,0.346938776,0.540816327,1,0.897959184,0.755102041,0.734693878,0.62755102,0.683673469,0.545918367,0.530612245,0.37244898,0.433673469,0.346938776,0.397959184
9,0.23853211,0.201834862,0.155963303,0.165137615,0.142201835,0.151376147,0.128440367,0.146788991,0.160550459,0.21559633,0.288990826,0.316513761,0.321100917,0.431192661,0.426605505,0.449541284,0.435779817,0.495412844,0.706422018,0.688073394,0.665137615,0.541284404,0.472477064,0.449541284,0.325688073,0.23853211,0.201834862,0.188073394,0.151376147,0.142201835,0.119266055,0.114678899,0.146788991,0.21559633,0.316513761,0.23853211,0.348623853,0.380733945,0.47706422,0.518348624,0.555045872,0.527522936,0.52293578,0.720183486,0.706422018,0.614678899,0.509174312,0.472477064,0.302752294,0.220183486,0.160550459,0.128440367,0.133027523,0.146788991,0.137614679,0.151376147,0.155963303,0.247706422,0.298165138,0.380733945,0.431192661,0.5,0.573394495,0.536697248,0.568807339,0.633027523,0.76146789,0.940366972,0.766055046,0.743119266,0.614678899,0.513761468,0.357798165,0.270642202,0.233944954,0.174311927,0.183486239,0.165137615,0.169724771,0.174311927,0.224770642,0.30733945,0.412844037,0.344036697,0.389908257,0.513761468,0.688073394,0.642201835,0.619266055,0.518348624,0.770642202,0.811926606,0.779816514,0.669724771,0.623853211,0.623853211,0.353211009,0.256880734,0.201834862,0.206422018,0.21559633,0.151376147,0.155963303,0.174311927,0.174311927,0.247706422,0.30733945,0.385321101,0.403669725,0.458715596,0.555045872,0.587155963,0.600917431,0.637614679,0.720183486,0.766055046,0.788990826,0.756880734,0.605504587,0.633027523,0.422018349,0.362385321,0.311926606,0.224770642,0.23853211,0.188073394,0.169724771,0.174311927,0.197247706,0.23853211,0.339449541,0.422018349,0.458715596,0.646788991,0.862385321,0.912844037,0.876146789,0.95412844,0.917431193,1,0.862385321,0.912844037,0.697247706,0.651376147,0.577981651,0.536697248,0.389908257,0.362385321,0.334862385,0.266055046,0.224770642,0.206422018,0.229357798,0.197247706,0.270642202,0.28440367,0.376146789,0.458715596,0.706422018,0.688073394,0.596330275,0.665137615,0.655963303,0.623853211,0.435779817,0.380733945,0.353211009,0.325688073
10,0.268907563,0.18487395,0.18487395,0.12605042,0.12605042,0.151260504,0.117647059,0.168067227,0.218487395,0.336134454,0.470588235,0.462184874,0.588235294,0.705882353,0.789915966,0.739495798,0.647058824,0.655462185,0.613445378,0.56302521,0.613445378,0.420168067,0.428571429,0.386554622,0.294117647,0.336134454,0.210084034,0.193277311,0.176470588,0.18487395,0.18487395,0.218487395,0.243697479,0.470588235,0.478991597,0.579831933,0.521008403,0.647058824,0.672268908,0.731092437,0.579831933,0.588235294,0.521008403,0.512605042,0.470588235,0.369747899,0.369747899,0.428571429,0.319327731,0.268907563,0.201680672,0.210084034,0.201680672,0.201680672,0.226890756,0.25210084,0.336134454,0.504201681,0.663865546,0.899159664,0.941176471,0.890756303,0.840336134,0.705882353,0.714285714,0.722689076,0.571428571,0.638655462,0.596638655,0.56302521,0.462184874,0.386554622,0.378151261,0.327731092,0.268907563,0.235294118,0.201680672,0.201680672,0.201680672,0.243697479,0.378151261,0.579831933,0.571428571,0.74789916,0.882352941,0.890756303,1,0.823529412,0.823529412,0.781512605,0.638655462,0.789915966,0.504201681,0.512605042,0.487394958,0.403361345,0.361344538,0.336134454,0.31092437,0.25210084,0.260504202,0.243697479,0.243697479,0.285714286,0.378151261,0.487394958,0.68907563,0.739495798,0.638655462,0.857142857,0.87394958,0.806722689,0.731092437,0.705882353,0.672268908,0.56302521,0.529411765,0.411764706,0.453781513,0.420168067,0.420168067,0.369747899,0.344537815,0.336134454,0.277310924,0.294117647,0.25210084,0.260504202,0.25210084,0.327731092,0.344537815,0.470588235,0.470588235,0.605042017,0.840336134,0.663865546,0.731092437,0.789915966,0.798319328,0.647058824,0.43697479,0.394957983,0.378151261,0.327731092,0.43697479,0.352941176,0.285714286,0.218487395,0.176470588,0.176470588,0.159663866,0.168067227,0.226890756,0.226890756,0.277310924,0.462184874,0.504201681,0.470588235,0.605042017,0.546218487,0.453781513,0.462184874,0.428571429,0.378151261,0.319327731,0.294117647,0.352941176,0.260504202
