id_left,1,2,3,4
1,36.04582085310015,43.25498502372018,46.859567109030195,3.6045820853100152
2,5.000071870788199,0.0,2.5000359353940995,0.0
3,12.6706588790218,25.3413177580436,29.564870717717536,21.11776479836967
4,9.402728995264765,30.558869234610484,18.80545799052953,0.0
5,14.570394910832755,32.054868803832065,5.828157964333102,1.4570394910832756
6,162.28244057595234,352.122276721406,189.8398361454537,33.68126125161275
7,24.297853744772514,56.69499207113587,16.198569163181677,2.0248211453977096
8,4.3191350297218,9.50209706538796,5.1829620356661605,0.0
9,179.14864077894876,209.5701080810344,94.64456493982198,20.280978201390425
10,40.45201054211181,26.38174600572509,22.864179871628412,1.7587830670483395
11,79.31584358762387,208.96674175970136,190.66308554717278,25.9301796344155
12,157.287146246095,309.50051358102564,175.04537243517026,40.59023128931484
13,11.093490652579913,18.2716316630728,18.92418993675397,3.262791368405857
14,10.496232873559817,31.48869862067945,14.869663237543074,2.6240582183899543
15,41.038725848272954,79.34153663999437,54.71830113103061,4.103872584827295
16,59.39944969645543,156.4668431028582,133.28657005058292,37.667943709947345
17,39.06216036602425,63.30763921390137,37.71518931891996,1.3469710471042844
18,109.70783381423918,201.8624142182001,114.09614716680875,15.359096733993484
19,6.123062953352021,21.430720336732076,1.5307657383380053,0.0
20,144.71924688907768,332.40202019835033,192.2052497745563,40.7022881875531
21,12.707184693785853,10.165747755028683,2.5414369387571707,2.5414369387571707
22,11.271355353027634,59.174615603395075,47.90326025036744,22.542710706055267
23,10.651185787524678,18.93544140004387,18.93544140004387,0.0
24,38.17926476331992,44.787214433894526,14.684332601276893,2.9368665202553785
25,35.81081658907323,14.81826893340961,60.50793147808924,17.28798042231121
26,29.863093663445817,60.43721336649749,22.752833267387288,2.844104158423411
27,0.0,3.901142038359602,0.0,0.0
29,60.16613316778762,140.3876440581711,95.64872452314954,13.884492269489451
30,10.87233472339284,65.23400834035704,25.36878102124996,18.1205578723214
31,0.0,5.503254837831531,0.0,0.0
32,22.804103846001514,9.121641538400606,18.243283076801212,9.121641538400606
33,54.33556866135227,77.47849605415045,22.136713158328703,8.049713875755891
34,31.586530350348333,115.81727795127722,49.77271449145798,4.78583793187096
35,9.471695856240311,6.765497040171651,16.237192896411962,2.7061988160686603
36,7.4308359023828,20.80634052667184,7.4308359023828,0.0
37,58.355133067927916,68.59287571142404,26.618130873089925,2.047548528699225
38,0.8563260044567548,5.994282031197284,8.563260044567548,1.7126520089135095
39,1.897323971103697,2.2767887653244365,0.7589295884414788,0.0
40,18.29531576477534,44.59483217663988,62.89014794141522,18.867044382424567
41,16.103578819415617,23.00511259916517,10.352300669624325,1.1502556299582585
42,19.336564267932328,19.336564267932328,10.547216873417634,7.031477915611756
43,15.886268531562756,17.47489538471903,4.765880559468827,1.0590845687708503
44,23.00732879786775,32.69462513381207,35.11644921779814,15.741856545909513
45,15.100808583343687,15.100808583343687,6.543683719448931,0.5033602861114562
46,30.91799222628714,13.603916579566341,32.15471191533862,8.6570378233604
47,15.908516969520191,12.237320745784762,4.283062261024667,0.0
48,13.865470615006352,3.781491985910823,8.823481300458587,0.0
49,0.447015943970548,4.917175383676028,0.0,0.894031887941096
50,38.872593105029594,57.28592668109624,17.390370599618503,2.0459259528962943
53,20.557824134366545,33.01711148852809,32.39414712082001,2.4918574708323082
54,2.6840815375188214,14.494040302601636,30.598529527714565,26.30399906768445
55,0.7518215384957483,2.3807682052365364,2.0048574359886624,0.0
59,21.116505591460246,27.613891927294166,15.431292547605564,5.685213043854682
60,10.685888080828752,23.31466490362637,3.4000552984455124,1.457166556476648
61,58.46811600431709,64.96457333813011,45.47520133669107,9.095040267338215
62,29.404034654326605,50.91918196237046,17.212117846435085,3.585857884673976
63,12.76866434021107,27.43904464598549,5.976821606056245,1.6300422561971577
64,58.36011389534527,35.01606833720716,44.742753986431374,1.9453371298448423
65,25.099865245922516,48.87868495258595,31.705092942217913,3.963136617777239
