id_left,active_%,arts_%,auto_%,beautysvc_%,education_%,eventservices_%,financialservices_%,food_%,health_%,homeservices_%,hotelstravel_%,localflavor_%,localservices_%,massmedia_%,nightlife_%,pets_%,professional_%,publicservicesgovt_%,realestate_%,religiousorgs_%,restaurants_%,shopping_%
100,0,0.040540541,0.006756757,0.128378378,0,0.040540541,0,0.148648649,0,0.006756757,0.013513514,0,0.033783784,0,0.135135135,0,0.006756757,0,0.006756757,0,0.297297297,0.135135135
101,0,0.041666667,0,0.0625,0.010416667,0.03125,0,0.208333333,0.010416667,0,0.010416667,0,0.0625,0,0.125,0,0,0,0,0,0.1875,0.25
103,0,0.0375,0,0.1,0,0.15,0,0.125,0.0125,0,0.15,0,0.0125,0,0.125,0,0,0,0,0,0.2,0.0875
104,0,0.076923077,0,0.076923077,0,0.038461538,0,0.192307692,0,0,0.038461538,0,0.076923077,0,0.192307692,0,0,0,0,0,0.153846154,0.153846154
105,0,0.087719298,0,0.105263158,0,0.01754386,0,0.245614035,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0.315789474,0.122807018
106,0.014925373,0.074626866,0,0.104477612,0,0.059701493,0,0.164179104,0.014925373,0,0.029850746,0,0.029850746,0,0.253731343,0,0,0,0,0,0.194029851,0.059701493
107,0.02,0.04,0,0.12,0,0.02,0,0.2,0,0,0.02,0,0,0,0.14,0,0,0,0,0,0.14,0.3
110,0,0.023255814,0,0.11627907,0,0.11627907,0,0.151162791,0,0,0.104651163,0,0.011627907,0,0.069767442,0,0,0,0,0,0.11627907,0.290697674
111,0,0.041666667,0,0.166666667,0,0.041666667,0,0.166666667,0,0,0.041666667,0,0.125,0,0.125,0,0,0,0,0,0.125,0.166666667
112,0,0.041666667,0.020833333,0.104166667,0,0.0625,0,0.125,0,0.020833333,0.0625,0,0.0625,0,0.083333333,0,0,0,0,0,0.104166667,0.3125
114,0.006060606,0.084848485,0,0.127272727,0,0.054545455,0,0.193939394,0,0,0.006060606,0,0.036363636,0,0.145454545,0,0,0,0,0,0.133333333,0.212121212
118,0,0.072164948,0,0.056701031,0,0.020618557,0,0.216494845,0.005154639,0.010309278,0.010309278,0.005154639,0.005154639,0,0.164948454,0,0,0,0.005154639,0,0.154639175,0.273195876
121,0,0.066666667,0,0.053333333,0,0.093333333,0,0.186666667,0,0,0.053333333,0,0,0,0.133333333,0,0,0,0,0,0.173333333,0.24
122,0,0.016393443,0,0.039344262,0,0.272131148,0,0.098360656,0.003278689,0.006557377,0.26557377,0,0.016393443,0,0.075409836,0,0,0,0,0,0.167213115,0.039344262
123,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.25,0
124,0,0.031496063,0.007874016,0.102362205,0.007874016,0.039370079,0,0.094488189,0.015748031,0.023622047,0.007874016,0,0.015748031,0,0.133858268,0,0.007874016,0,0.007874016,0,0.236220472,0.267716535
126,0.007575758,0.03030303,0,0.106060606,0.007575758,0.090909091,0,0.151515152,0,0,0.060606061,0,0.045454545,0,0.143939394,0,0,0,0,0,0.151515152,0.204545455
127,0,0.034482759,0,0.103448276,0,0.068965517,0,0.172413793,0,0,0.068965517,0,0,0,0.172413793,0,0,0,0,0,0.275862069,0.103448276
129,0,0.054545455,0,0.109090909,0,0.036363636,0,0.236363636,0,0.036363636,0.018181818,0,0.018181818,0.018181818,0.145454545,0,0,0,0,0,0.090909091,0.236363636
130,0,0.066176471,0,0.117647059,0,0.036764706,0,0.191176471,0,0,0,0,0.029411765,0,0.198529412,0,0,0,0,0,0.161764706,0.198529412
131,0,0,0,0.125,0,0.125,0,0.25,0,0,0.0625,0,0.0625,0,0.125,0,0,0,0,0,0.125,0.125
132,0.010869565,0.043478261,0,0.217391304,0,0.010869565,0,0.195652174,0.010869565,0,0.010869565,0,0.043478261,0,0.097826087,0,0,0,0,0,0.163043478,0.195652174
134,0,0.036809816,0.006134969,0.128834356,0,0.073619632,0,0.165644172,0.006134969,0,0.073619632,0.006134969,0.024539877,0,0.061349693,0,0,0,0,0,0.171779141,0.245398773
135,0.03125,0.0625,0,0.0625,0,0.09375,0,0.1875,0,0,0.0625,0,0.03125,0,0.25,0,0,0,0,0,0.15625,0.0625
139,0,0.111111111,0,0.055555556,0,0.166666667,0,0.055555556,0,0,0.166666667,0,0.055555556,0,0.055555556,0,0,0,0,0,0.166666667,0.166666667
140,0,0.015037594,0,0.22556391,0.007518797,0.052631579,0,0.135338346,0.015037594,0.007518797,0.037593985,0,0.007518797,0,0.165413534,0,0,0,0,0,0.142857143,0.187969925
142,0,0.035087719,0,0.140350877,0,0.122807018,0,0.122807018,0.01754386,0.01754386,0.070175439,0,0.035087719,0,0.122807018,0,0,0,0,0,0.087719298,0.228070175
143,0,0.047169811,0,0.094339623,0,0.047169811,0,0.188679245,0.018867925,0,0.018867925,0,0.037735849,0,0.169811321,0,0,0,0,0,0.150943396,0.226415094
146,0,0.018518519,0,0.166666667,0,0.037037037,0,0.185185185,0,0,0.018518519,0,0.018518519,0.018518519,0.148148148,0,0,0,0,0,0.222222222,0.166666667
147,0.015151515,0,0,0.166666667,0.03030303,0.03030303,0,0.166666667,0,0.015151515,0.015151515,0,0.045454545,0,0.090909091,0,0,0,0,0,0.106060606,0.318181818
148,0.029411765,0,0,0.117647059,0,0.058823529,0,0.235294118,0,0,0,0,0.029411765,0,0.117647059,0,0,0,0,0,0.235294118,0.176470588
150,0,0,0.066666667,0.066666667,0,0.2,0,0.133333333,0.066666667,0,0.2,0,0,0,0.133333333,0,0,0,0,0,0.066666667,0.066666667
152,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5
153,0,0,0,0.166666667,0,0.069444444,0,0.277777778,0.027777778,0,0.069444444,0,0.041666667,0,0.055555556,0,0,0,0,0,0.180555556,0.111111111
154,0,0.019607843,0,0.196078431,0,0.029411765,0,0.18627451,0,0.009803922,0.029411765,0,0.049019608,0,0.147058824,0,0,0,0,0,0.205882353,0.12745098
155,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.6
156,0.05,0.016666667,0,0.066666667,0,0.083333333,0,0.316666667,0.016666667,0,0.083333333,0,0.016666667,0,0.116666667,0,0,0.016666667,0,0,0.116666667,0.1
160,0,0.039473684,0,0.236842105,0,0.013157895,0,0.197368421,0,0,0,0,0.026315789,0,0.105263158,0,0,0,0,0,0.157894737,0.223684211
161,0,0.028571429,0,0.171428571,0,0,0,0.2,0,0,0,0,0.085714286,0,0.142857143,0,0,0,0,0,0.114285714,0.257142857
163,0,0.0625,0,0.083333333,0,0.083333333,0,0.166666667,0,0,0.0625,0,0.041666667,0,0.145833333,0,0,0,0,0,0.166666667,0.1875
164,0,0.111111111,0,0.037037037,0,0,0,0.185185185,0,0,0,0,0.037037037,0,0.148148148,0,0,0,0,0,0.148148148,0.333333333
165,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0,0,0.333333333,0,0,0,0,0,0,0.166666667
166,0,0.04,0,0.16,0,0.026666667,0,0.133333333,0,0.013333333,0,0,0.04,0,0.106666667,0,0,0,0,0,0.16,0.32
168,0,0,0,0.156862745,0,0.078431373,0,0.137254902,0,0,0.039215686,0,0,0,0.078431373,0,0,0,0,0,0.058823529,0.450980392
169,0,0,0,0.131578947,0,0.052631579,0,0.210526316,0,0.026315789,0.052631579,0,0,0,0.157894737,0,0,0,0,0,0.210526316,0.157894737
171,0,0.010309278,0,0.18556701,0,0.051546392,0,0.103092784,0.010309278,0.010309278,0.010309278,0,0.030927835,0,0.288659794,0,0,0,0,0,0.195876289,0.103092784
173,0,0,0,0.166666667,0,0,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.5
174,0,0,0,0.266666667,0,0,0,0.4,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0.266666667
175,0,0.035714286,0,0.15,0,0.028571429,0,0.2,0.007142857,0,0.021428571,0,0.035714286,0,0.128571429,0,0,0,0,0,0.235714286,0.157142857
176,0,0.069767442,0,0.11627907,0.023255814,0.046511628,0,0.209302326,0,0,0.046511628,0,0,0,0.162790698,0,0,0,0,0,0.186046512,0.139534884
178,0,0.130434783,0,0,0,0.086956522,0,0.304347826,0,0.043478261,0,0,0.043478261,0,0.217391304,0,0,0,0,0,0.043478261,0.130434783
179,0,0.071428571,0,0.142857143,0,0,0,0.142857143,0,0,0,0,0.071428571,0,0.071428571,0,0.071428571,0,0,0,0,0.428571429
181,0,0.032258065,0,0.137096774,0,0.056451613,0,0.274193548,0.024193548,0,0.032258065,0,0.016129032,0,0.088709677,0,0,0,0,0,0.14516129,0.193548387
182,0,0,0,0.2,0,0.1,0,0.2,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0.1,0.1
186,0,0,0,0.166666667,0,0.055555556,0,0.166666667,0.055555556,0,0,0,0,0,0.111111111,0,0,0,0,0,0.277777778,0.166666667
187,0,0.027777778,0,0.138888889,0,0.055555556,0,0.083333333,0.027777778,0,0.055555556,0,0,0,0.138888889,0,0,0,0,0,0.194444444,0.277777778
188,0,0.039473684,0,0.184210526,0.026315789,0.065789474,0,0.105263158,0,0,0.039473684,0,0.026315789,0,0.118421053,0,0,0,0,0,0.144736842,0.25
189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0.282051282,0,0.051282051,0,0.051282051,0.025641026,0,0.025641026,0,0.051282051,0,0.128205128,0.025641026,0,0,0,0,0.128205128,0.230769231
195,0.125,0,0,0.25,0,0,0,0.125,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0.125,0.125
197,0,0.047619048,0,0.095238095,0,0.047619048,0,0.095238095,0,0,0.047619048,0,0.047619048,0,0.285714286,0,0,0,0,0,0.047619048,0.285714286
204,0,0,0,0.285714286,0,0.095238095,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0,0.095238095,0.380952381
205,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333
206,0,0.2,0,0.05,0,0.15,0,0.2,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0.05,0.2
208,0,0.064516129,0,0.225806452,0,0.064516129,0,0.096774194,0.032258065,0,0,0,0.096774194,0,0.064516129,0,0,0,0,0,0.193548387,0.161290323
209,0,0.333333333,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0.125,0,0,0,0.0625,0,0.3125,0,0,0.0625,0,0,0,0.125,0,0,0,0,0,0.1875,0.125
211,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0
214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0.1,0,0,0.1,0,0.1,0,0.2,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0.1
217,0,0,0,0.117647059,0,0.235294118,0,0.117647059,0.058823529,0,0.235294118,0,0,0,0.058823529,0,0,0,0,0,0,0.176470588
219,0,0,0,0.25,0,0.0625,0,0.1875,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0.25
221,0,0.037037037,0,0.222222222,0,0,0,0.074074074,0.037037037,0.037037037,0,0,0.074074074,0,0.185185185,0,0,0,0,0,0.148148148,0.185185185
222,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
223,0.035714286,0.071428571,0,0.25,0,0.035714286,0,0.214285714,0,0,0.035714286,0,0,0,0.142857143,0,0,0,0,0,0.107142857,0.107142857
225,0,0,0,0.25,0,0,0,0.125,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0.125,0.125
229,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0
234,0.1,0,0,0.2,0,0,0,0,0,0.1,0,0,0.2,0,0.1,0,0,0,0,0,0.2,0.1
235,0,0.1,0,0.075,0.025,0,0,0.2,0.025,0,0,0,0.025,0,0.3,0,0,0,0,0,0.125,0.125
237,0.1,0,0,0.2,0,0.2,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,0.1
239,0,0.047619048,0,0.238095238,0,0.047619048,0,0.095238095,0,0,0,0,0.095238095,0,0.19047619,0,0,0,0,0,0.142857143,0.142857143
242,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0.083333333,0,0.166666667,0,0.333333333,0,0,0,0,0,0,0.083333333
247,0,0,0,0,0,0.230769231,0,0.230769231,0,0,0.230769231,0,0,0,0.076923077,0,0,0,0,0,0.076923077,0.153846154
248,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5
249,0.013333333,0.066666667,0,0.146666667,0,0.053333333,0,0.173333333,0,0,0.026666667,0,0,0,0.146666667,0,0,0,0,0,0.173333333,0.2
251,0.025,0.025,0,0.1875,0,0.025,0,0.1,0.025,0,0.025,0,0.025,0,0.1875,0,0,0,0,0,0.175,0.2
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.4
254,0,0.022727273,0,0.306818182,0,0.045454545,0.011363636,0.068181818,0.022727273,0,0.011363636,0.011363636,0.011363636,0,0.045454545,0,0,0,0,0,0.022727273,0.420454545
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,0,0.066666667,0,0.133333333,0,0.066666667,0,0.066666667,0.033333333,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0.333333333
260,0.008196721,0.024590164,0,0.213114754,0,0.057377049,0,0.213114754,0,0,0.032786885,0,0.016393443,0,0.057377049,0,0,0,0,0,0.139344262,0.237704918
261,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2
262,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
